,information
35,"오징어땅콩 맛있죠! 짭짤한 국민간식 커서는 맥주안주!
얼마전 먹고 싶어서 샀는데 추석 때 집에 온 가족들과 뜯어서
저는 한 알(?)밖에 못 먹고 ㅋㅋㅋㅋㅋ 자기도 좋아하는 거라고
잘 먹는 6살 조카에게 양보했네요 ㅎㅎ


리뷰 보니 생각보다 알차게 들어있다고 했는데
마트보다 가격도 저렴하고 정말 성인여성 손바닥 사이즈
봉지 크기는 작은데 알차게 많이 들어 있어요 ㅋㅋㅋㅋ
신랑이 뜯지 않고 들어보고는 엄청 많이 든 거 같다고 ㅋㅋㅋ
물론 막상 뜯으니 질소 포장?이다보니 꽉 차 있는 건 아닌데
양은 은근히 많아서 ㅋㅋㅋㅋ 티비 보면서 입 심심할 때
한 봉지 먹거나 반 봉지 먹기 딱 좋네요 ㅎㅎ

물론 맥주 안주로도 좋고요 ㅎㅎ 아 맥주랑 땅콩이
음식 궁합으로는 안 좋다고 해요ㅜㅜ 그래도 이 정도는 괜찮겠죠?
3봉지 중 벌써 2봉지 클리어했습니다 ㅋㅋㅋㅋ
담에도 할인판매할 때 쟁여놔야겠어요 ㅎㅎㅎ"
36,맛 만족도 예상보다 맛있어요
37,어린시절부터 유난히 좋아했던 오징어 땅콩 ~~ 아마 40대 이상 연령대 분들에겐 최고의 고급 과자였지 싶어요 소풍갈때나 운동회때 가장 먼저 손에 잡았던 간식이 40여년이 가까운 지금 우리 아이들과 함께 간식으로 아주 맛나게 먹고 있답니다 어린시절의 그 맛이라고 느끼기도 하지만 추억을 느끼게 해주는 간식이네요 ^^ 개별 상자에 담겨 파손없이 안전하게 로켓배송으로 받아 볼수 있었고 내년 3월 23일까지로 유통기한도 넉넉하답니다
38,맛 만족도 예상보다 맛있어요
39,오징어 땅콩은 제가 가장 좋아하는 과자랍니다 어릴때에는 소풍갈때나 유일하게 사먹을수 있는 고급과자였기에 수십년이 흐른 지금까지도 저에겐 너무 맛나고 정감가는 과자랍니다 짭조름한 스낵과 안에 들어있는 땅콩의 고소함이 잘어울리는 환상의 콤비같은 맛이랍니다 내년 2월 17일까지로 유통기한도 넉넉하고 10봉이 한박스 구성으로 자체 박스에 포장되어 파손없이 로켓배송으로 안전하게 받아 볼 수 있었답니다
40,"오리온 오징어 땅콩 역쉬 과자 하면 오리온이죠

일단 맛은 충분히 보장되고요 .가격도 시중 판매가격

보다 2천원정도 더 저렴하게 구매했읍니다.

유통기한도 넉넉하여 두고두고 오래 먹을수 있어서 좋은것

같네요 ."
41,유통기한 예상보다 넉넉해요
42,"요즘 자꾸 입이심심해서 과자몇가지를 주문해봐요~
옛날이나 지금이나 오땅맛 변하지않고 맛나고
봉지개봉했을때 내가 공기를산건지 과자를산건지 헷갈리는
봉지과자들많은데 오땅은 그래도 반이상들어있다는거 ㅎ

대신 요게 한번먹을양보단많아서 전 까서 아예 지퍼락에넣고 먹어요
저도 아이도맛나게먹고 둘째는 애꿎은 지퍼락막 만지작만지작ㅋㅋ

애들 재우고 맥주한캔에 다른거필요없이 오땅에도좋아요 ㅎ"
43,"오랜만에 먹어보고 넘 맛있어서 ♡_♡
쿠팡에서 찾아보니 박스로 파는건 품절이라
그냥 소량만 주문했어요~

오랜만에 먹어도 예전에 먹을때처럼
넘맛있고 땅콩이 들어서 그런지 왠지
먹고나면 다른과자보다 살짝 포만감이
느껴지는거 같은 기분이네요ㅋㅋ

유통기한이 길지만 몇일이면
다먹을꺼라ㅋㅋ

다음엔 1박스로 구매해야 겠어요ㅋㅋ"
44,맛 만족도 예상보다 맛있어요
45,"[오리온 오징어땅콩 98g *3봉 로켓와우 / 2,910원]

이번에 쿠팡으로 과자류는 처음 사봐요. 신랑이 과자를 좋아해서 이런저런 쇼핑 구경하다 여러종류의 과자를 주문해 봤네요. 어릴적 어린이날만 되면 부모님이 과자 종합세트를 사주시곤 했는데 그게 부련듯 생각이 나서 마침 5월달이기도 하고 저흰 아직 아이가 없는관계로 우리 어른이 신랑에게 과자세트 느낌나게 사줄까 싶어서 이것저것 담다보니 과자만 5만원 어치를 샀지만 그래도 밖에서 사먹는 값에비하면 저렴하게 잘 산것 같아요.

일부는 냉장실에 넣어두고 나머지는 신랑이 최애 좋아하는 공간인 거실쇼파 쪽에 쿠팡서 받은 박스를 재활용해 한까득 담아 뒀는데 퇴근하고 보더니 이게 뭐냐며 엄청 좋아하네요ㅋ 오.땅 맛이야 뭐 말해 뭐하겠나요. 애나 어른 할것없이 좋아하는 다들아는 그맛이니 맛표현은 생략합니다.

저는 과자류를 그닥 좋아하는 편도 아니고 개인적으로 견과류도 그닥 좋아하지 않기에 오.땅은 더욱이나 먹지않지만 가끔 맥주안주로 한두개 짚어먹음 맛있다 생각들때도 있긴해요. 근데 신랑은 아주 좋아하는 과자중 하나입니다. 오.땅도 금액대가 있는편에 속하는 과자인데 여기서는 3팩이나 붙여 주는데 저렴한듯해 좋은가격에 잘산것 같네요.

거진 신랑 입속으로 들어가겠지만 저도 어린시절 추억하며 가끔씩 먹어볼까 해요. 우리 어른이는 매일 돌아가며 한봉씩 뜯는데 오늘도 쇼파에 누어 한손에는 리모콘을 겨드랑이 사이에는 과자를 낑겨놓고 또 어김없이 거실 카페트에 과자 부스레기를 남기네요. 제가 치워야 할 일꺼리를 남겨주지만 아이마냥 맛있게 잘 먹어주니 부스레기 까짓꺼 눈감아 줘야겠네요. 잘 먹일께요."
46,"유통기한 2018년 03월 17일

정말 오랫만에 먹는데.. 왜이리 맛있는거니 ㅜ

오징어 땅콩하면
전 항상 속보다 겉이 더 맛있드라구요.

짭짤하고 오징어 향이 풍기는...

겉의 과자가 어찌 이리도 맛나는건지요.

그래도 땅콩 없으면 안돼요 ㅋ

땅콩이랑 같이 먹어야 과자 맛이 두 배가 되죠.

3일 안에 다 없어질 것 같은데..
재구매 재구매 재구매 ㅋㅋ"
47,"오리온 오징어 땅콩 6개입을 구입했어요.
나이가 나이인지라 뻔한 과자를 좋아하는 편인데 오징어땅콩, 카라멜콘과땅콩, 맛동산 요런거 좋아하는데
6개 묶음 싸게 나와서 구입했어요. 3개씩 묶여있는데 낮에 엄마 놀러오셔서 한묶음은 엄마 드렸어요.
심심할때마다 맛나게 먹어야겠어요.
오리온 오징어 땅콩 6개입 맛있어요. 만족합니다.~"
48,"입이 심심해 주정부리 할것을 고르다가 초이스해요
ㅎㅎㅎㅎ 잘 먹을께요"
49,유통기한 설명과 비슷해요
50,"아들이 뜬금없이 먹고싶다해서 샀어요ㅋ오랜만에 사주니 잘먹네요ㅋ 여전히 맛있고 고소해요~~

뭐...포장의 3분의1은 질소였지만ㅋㅋ그래도 넉넉한편이었던것 같아요ㅋ 애들이 재밌는 모양 찾는다고 하나둘 꺼내먹다보니 순식간이네요~

맛나게 잘먹었습니다~~"
51,1명에게 도움 됨
52,"98g 세봉 묶음으로 와요
한 봉지에 어른손바닥만해요
땅콩이 고소하게 씹혀서 맛있어요
바삭하게 먹어도 맛있는데 개봉하고 하루 뒤에
눅진 눅진한 식감으로 먹어도 재밌어요"
53,"요즘 너무 심심해서 주전부리에 심취
너무 맛있게 한봉지 순삭했네요!!^^
땅콩은 비싼데, 땅콩 과자는 가격고
착하고~누구에게나 사랑받는 과자죠"
54,자주 시켜먹는 오.땅♥ 과대포장이 아닌 딱 봉지크기만큼 들어있어요. 봉지는 작아보여도 과자가 알차게 꽉차있어 좋아요♥
55,유통기한 예상보다 넉넉해요
56,"오징어 땅콩

오짱 맛나염~^^
맥주 안주로 즐겨 먹어요~ㅎㅎ

간식용으로 좋구요

저렴하게 잘 샀습니다~

오징어 땅꽁~~~^^"
57,"간식으로 먹고 싶어서 구매했는데
역시 맛있네요^^
오징어 땅콩은 이 제품이 젤 맛나요~
굿!"
58,맛 만족도 괜찮아요
59,"재구매했어요.
신랑이 맥주랑 먹기 좋다하더라고요.
번창하세요."
60,"모두가 아는그맛ㅎㅎ
항상 맛있어요. 쿠팡첫구매 성공임돠"
61,맛 만족도 예상보다 맛있어요
62,"갑자기 어릴때 생각나서 먹고 싶어지는 간식들이 있잖아요??
저는 새우깡, 초코파이, 쫀드기, 호떡, 붕어빵, 오징어땅콩 이예요 ㅎㅎㅎ

과자를 자주 먹는 편이 아닌데
가끔 생각나서 사먹으면 앉아서 한봉을 클리어 해요
근데 이건 양이 많아서 그건 실패했어요 ㅎㅎㅎ

여전히 넘넘 맛있네요^^"
63,"동네 수퍼보다 저렴하고 빠른배송 만족합니다.
생산일자도 최근생산품이라 유통기한도 넉넉하고 좋네요.
용량이 작은 용량이지만 입이 심심할때 한봉씩 가볍게 먹긴 좋은것 같아요."
64,"오리온 오징어 땅콩 이 제일 맛있어요, 감사함니다"
65,맛 만족도 괜찮아요
66,"한동안 안먹다가
갑자기 땡겨서 주문했습니다
적당히 짭잘한 맛과 땅콩의 고소한 맛이
어우러진 맛있는 과자죠

주전부리용 또는 술 안주감으로도
꽤 좋군요 용량도 적당해서
끝없이 손이 가는것을 방지? 해 주고요
가격 또한 저렴해서 몇 봉 쟁여 놔야겠어요

사실 쿠팡에서 많은 종류의 과자를
주문해봤는데요
한 두번 먹으면 질려서 안먹게 되더군요
그나마 오징어 땅콩은 조금 덜 질리긴하더군요

이번에 주문한 제품은
너무 내용물이 부셔져 있어서
조금 실망입니다

유통과정상의 문제겠지만
모든 제품은 소비자의 손에 들어가는
순간까지 온전해야 되겠죠"
67,"3개짜리로 주문해서 먹다 보니까 ...
일주일에 두번은 주문을 하게 되눈거 가타요...
그래서 이번엔 아예 박스째로 주문해써여
16개 가지런히 들어있구요
쿠팡 박스가 아니라 오징어땅콩 박스에...
3봉씩 붙어있던 테이프가 없어서 뜯기가 편해요 ㅎ
두고두고 한참은 먹겠네용 ㅎ"
68,잘받았습니다 ~~음 맛있어요.고자 상태도 좋아요.마트랑 다른거 일도없이 ^^종종 구매 할것같네요.남자들이 과자 종류 은근 좋아하네요.남동생이 일주일에 두번은 사들고 오는것 같아요.군대갔다~ 온~이후로 직접 퇴근할때 사들고와요^^그래서 제 물건만 구매하다가 과자도 구매 해보았네요.
69,맛 만족도 예상보다 맛있어요
70,넘 조아하는 오땅을 저렴한가격에 샀네요. 감사합니다 ㅎ
71,"신랑이 너무 좋아하는 과자예요~
영화보면서 먹기 너무 좋으네요ㅋㅋ
1봉지 양이 한번에 먹기 좋아요~~^^"
72,애용하는 과자 저렴하게 잘 구했네요~ 번창하세요~
73,"아빠가 오징어땅콩과자를 좋아하셔서 구매했어요~~
전에 샀던건 금방 먹어서 ㅎㅎ조그매서 하루에 한봉씩 먹다보면 금방 다 먹게 되네요ㅎㅎ 고소하고 맛있어요~~^^"
74,맛 만족도 예상보다 맛있어요
75,"새벽 12시에 배송이되어 가족들 몰래
혼자 아그작 아그작 ㅋㅋ
이제 그만 잠자리에 들어야하는데
바삭한 과자 깨물고 나면 고소한 땅콩이.....
손을 멈출수 없는 고소함
오리온 오징어땅콩 ㅎㅎ
유통기한이 2019년 10월 22일~ 2020년 3월21일 까지라 땅콩도 신선하고 맛있어요
내일 아침 오징어 땅콩처럼 얼굴이 동글동글해지는건 아닐까 몰라요 ㅎㅎ"
76,"고소고소한 오리온 오징어땅콩~
주전부리에도좋고~션한맥주 한잔할때도
조아조아조아~"
77,
78,"나의 쵝오의 간식거리.
맛동산.오땅콩..에이스 .ㅠㅠ
아 옛날사람^^;;
미리 사둠 입 심심할때 한봉지씩
딱 임 양도 적당하구"
79,"뭐 여기서 할말이 필요하겠습니까, 아주 싱싱한 갓 잡은 오징어를 맛보는 듯한 그 느낌, 바삭바삭하고 건강한밋을 느낄 수 있는 과자속 아몬드, 물론 환상적인 조합입니다. 사실 무료배송을 맞추기위해 구매를 하였는데 즐거움이 3배가 되었습니다. 원하는 상품 결제, 무료배송, 마지막으로는 싱싱한 맛 까지!! 너무 좋아요 ㅎㅎ"
80,"사이즈도 적당.
맛은 최고~~^^
그냥 시켰는데 사이즈 넘 맘에 들어요."
81,맛 만족도 예상보다 맛있어요
82,어릴적 먹던 오징어땅콩^^ 아빠가 좋아하셨었는데~~ 한동안 사먹은적이 없었어요. 근데 땅콩 좋아하는 남편이 주문해달라기에 한박스 사놓았더니 한번에 2봉씩 먹더라구요. 전 안먹었었는데 야외 놀러간날 맥주에 안주로 먹었는데~~~ 오잉?! 왜 이리 맛있음???!!! ㅋㅋㅋ 넘 맛있는거예요~~ 두번째 박스주문이에요~ ㅎㅎㅎ 그냥 먹어도 맛있고 맥주안주로도 딱이에요~ 한봉지 뜯으면 딱 먹기좋아요^^
83,맛 만족도 괜찮아요
84,"옛날에 이거 영감님들이나 먹는 과자인줄 알았는데...
20대 후반인 제가 맛있게 먹습니다 맥주 안주로 굿"
85,
86,"오징어땅콩, 오래된 역사만큼이나 맛이 변함없이 맛있어요. 짭짜롬한 과자가 생각날 때 찾게 돼요. 큰 용량으로 주문하니 푸짐하고 좋아요."
87,
88,"너무 맛있는 까까.. 역시 오리온 짱.. 그런데,, 부스래기가 많아요..그래도 맛있고 가격이 착해서~~"
89,유통기한 예상보다 넉넉해요
90,"오징어땅콩을 자주 먹어오다 좀 작은포장의 상품으로 한박스를 구입했어요.

큰봉지는 한번 오픈하면 다 먹지를 못해 두다보면 눅눅하기도하고 살짝 빨리 안먹음 맛이 별로여서

이번에는 작은포장의 상품으로 구매를 했어요.
달짝 짭쫄 고소하니 맛있어요.

맥주와도 아주 잘맞고 아이들도 좋아해 가끔 찾아먹는 간식중 하나입니다."
91,"마트에서보다 훨씬 저렴하네요.

개당 천원이에요.

남편이 좋아해서 쿠팡에서 샀는데 역시 한봉 바로 뜯을 때마다 그 자리에서 순삭이에요. 맥주란도 맛있고 그냥 먹어도 맛있고 좋아요!"
92,"남편 간식으로 구매했어요ㅎㅎ
아이가 먹더니 겉에 과자는 먹고
속 땅콩은 버리네요ㅋㅋㅋㅋㅋㅋ

오징어 땅콩 하나면 맥주한캔 시~~~원하게 쨘할 수 있는
안주과자로는 최고 인 것 같습니다 !!"
93,맛 만족도 예상보다 맛있어요
94,"입이 궁굼할때 주전부리로는 최고예요
가격도 좋아서 자주 주문해서 먹고 있어요
아이들도 너무 좋아해요"
95,"진짜 오징어 맛인지는 모르겠으나 은근한 오징어 맛 ㅋㅋㅋ 땅콩은 확실히 땅콩맛~

역사가 수십년된 과자니 많은 설명이 필요 없습니다....오징어의 맛이 많이 느껴진다기 보다는 오징어같은 짠맛이 강하게 느껴진다가 맞겠네요~ 친구들과 가족들과 맥주한잔 할때 안주로는 제격입니다....씹는 맛도 아삭아삭하니 좋구요~ 시원한 맥주와 함께 드셔보시길 추천드립니다 ^^"
96,
97,"자주 구매해서 먹어요~~
신랑이 아주 좋아합니다~~:)"
98,"오땅...넘 맛있어요.....
오땅이랑 오렌지주스랑 같이 드셔보신분 천재
진짜 맛있어요... ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
정말 빠져나오지 못함
오땅오땅~

보통 배송되면 다 깨져서 오는데
아주 알들이 싱싱합니다
감사합니다."
99,유통기한 설명과 비슷해요
100,"제가 오징어 땅콩을 좋아해 과자를 살때면 꼭 사고는
했었는데 이가 아파서 땅콩을 씹기가 힘들어
땅콩을 빼고 먹게됐어요


그런데 과자속에 숨겨져 있던 땅콩들이 하나같이 성한게
없는거에요 이건 일부러 버려야 할 땅콩을 구매해
보이지 않는 과자속에 넣었다고 밖에는 볼수없을
정도로 너무 상태가 않좋네요


올린 사진은 과자 반정도를 먹고 나온 땅콩들 이구요
사진에 필터는 전혀 넣지않고 찍은 거네요
다양한 연령층과 사람들이 먹는 과자입니다 기업들이
적어도 양심을 버리며 장사하는 일은 없었으면
싶어서 사진을 올려봅니다"
101,
102,"가격 저렴한대 택배비까지 무료,,,굿
별 하나 뺐습니다
무서진 과자 많아요~ㅜㅜ"
103,배송 품질 아주 좋아요. 재구매 할생각있습니다.
104,맛 만족도 예상보다 맛있어요
105,"간식으로 너무 좋아요
가격도 착하고 안에 땅콩이 고소하고 맛이
좋아서 수시로 구매해서 먹고 있어요
남녀노소 가리지 않고 다 좋아하는 간식이지 싶어요
저희집은 4세인 손녀딸부터 20대인 우리 아들듵 50대인
저까지 모두가 너무 좋아하는 간식 이예요
제가 20대때 회사다닐때 엄청 좋아해서
잘 사먹었었는데 지금까지도 사랑받고
있네요
맛도 그때 먹던 그맛 그대로예요
너무 잘 먹을께요
감사해요"
106,"오땅이야~ 다들 맛을 알죠~^^

택배로 받았음에도 깨진게 거의 없었어요~
밑에 부분을 뜯어서 한봉 꺼내서 먹으니~
시원한 캔맥이 생각났지만 오땅에 집중~^^

참 맛있게 먹었답니다~
다음에도 또 구매하겠습니다~감사합니당^^"
107,맛 만족도 예상보다 맛있어요
108,"과자를 사러 나가지 않아도 되다니..
글고 먹을만침 적은 양만 살 수 있어서 넘 편리해요

신도시 꼬다리에 살아서
편의점도 일찍 닫고 마스크하고 나가야하니 나가기도 넘 귀찮아서
빈둥대다가 쿠팡에 이런것도 파나 하고 봤는데 있길래 덥석 구매했어요 !!

3개 번들이면 마트에서나 살 수 있는 구성인데
집 앞으로 배송 받으니 대박 감격 ㅜ ㅜ

양도 딱 적당해요
과자를 한 번에 이 정도는 먹어줘야 ...

다른 과자들은 만얼마치 한 박스씩 사야 배송해주는데
오땅은 세개 먹을만큼 바로 받으니 넘 편하고 좋네요 ㅋㅋㅋ

오늘도 퇴근하고나서 이 친구와 함께
넷*릭스나 즐기면서 집콕 해야겠네요 ㅜ ㅜ"
109,오징어땅콩이 오징어땅콩이지 무슨 설명이 더 필요함ㅋㅋ
110,맛 만족도 괜찮아요
111,아들이 좋아하는 오징어땅콩 부대에 보내줬는데 잘 받아 먹었다고 해서 좋네요.
112,맛 만족도 예상보다 맛있어요
113,"맛있어요

옛날
그 맛

과자속의땅콩이라
참
재미있는 과자입니다.

맛도좋아요


행복한하루되세요"
114,"맥주안주의 최고 간식거리 과자이구 항상 먹을때마다 땅콩과 같이 먹어서 맛있는 편입니다.

오프라인보다 가격대비 확실히 저렴하구 온라인가격은 따라갈수 없는거 같습니다.

맛도 맛잇지만 질소충전도 너무 크게 한건 아니라서 양도 어느정도 있는편이라 한봉지 크기도 괜찮은거 같습니다.

외국 과자들이 확실히 가격대비 양이 푸짐해서 우리나라 과자도 양좀 더 늘렸으면 좋겠네요"
115,작은사이즈였네요;; 하지만 믿고먹는 오땅입니다
116,"집콕이라 택배로 주문했어요.
군것질거리로 오징어땅콩 좋아요."
117,유통기한 설명과 비슷해요
118,"저렴한 가격에 로켓배송이라 하루만에
배송되서 좋은 점이 많다고 생각했는데

막상 먹으려고 해보니까 부서져 있는 게 보이더라구요ㅠㅠ
기분 좋게 먹어야지 이랬는데 말이죠..ㅠㅠ

다 먹고 또 주문해볼까 했었는데
주문해보는 걸 다시 생각해 봐야 할듯 싶네요ㅜㅜ"
119,맛 만족도 예상보다 맛있어요
120,"늘 쟁겨놓고 먹는 오징어 땅콩
땅콩의 고소함 땜 더 맛있는것 같아요
2300원할때 많이 사둘껄
좀처럼 가격이 내러가질 않네요
그래도 맛있게 잘먹고 있어요"
121,
122,"늘시켜먹던거예요
중독됐나봐요땅콩의고소함때문일까요~~?
살찔까봐안먹으려고애써참으려해도다떨어지면나도모르게또구매하게되네요~~ㅎ"
123,"음~~ 고소하고 맛있어요
딱딱하지 않고 입에서 부드럽게 부셔져 치아가 좋지 않은 남편도 잘 먹어요"
124,맛 만족도 예상보다 맛있어요
125,"좀부서지긴했지만
어차피 깨먹으니께.,
맛좋아요.
맥주안주굿♡"
126,맛 만족도 예상보다 맛있어요
127,"신랑이 좋아하는 오징어땅콩 과자
추억이 있는 과자"
128,맛 만족도 괜찮아요
129,"맛은 검증되었고 양도 만족합니다. 단, 1개봉투의 내용물이 반이상이 부서져 있어서 좀 실망했습니다.
전에는 이런적이 없었는데..."
130,맛 만족도 예상보다 맛있어요
131,친구와함게 억박싱하여 한봉씩나눠먹어습니다...
132,
133,"맛있어요 오징어땅콩 아버님이 좋아하셔서 샀어요
마트가기도 꺼려지는 이때에 두개묶음 좋네요~"
134,"한박스가 그대로 고소한 오징어땅콩 맛있어요.
오징어땅콩과 같이 성장해서 딱인가보다했는데
고딩 아들도 좋아해요.
편의점에서 1500원인데 가격도 착하다죠"
135,"아이 주려고 간식으로 산건데 ㅡㅡ
남편이 입이 심심하다며 야금야금 먹고있어서
다시 재구매 했어요~ ㅋ
가격저렴하고 배송 빠르고 금방 먹겠지만
유통기한도 길어요~~쿠팡짱~♡♡"
136,맛 만족도 예상보다 맛있어요
137,"최근 제조되어서인지 엄청 부드럽고 고소해요
깨진것 별로 없구 내용물도 전에보다 많이 들어 있는것 같아요"
138,
139,"상품 잘받았습니다 사업 번창하세요
맛있게 잘먹겠습니다"
140,맛 만족도 예상보다 맛있어요
141,"옛날에 먹어보고 진짜
오랜만에 구매해서
먹었는데 옛날 생각도
나고 좋았어요~"
142,유통기한 예상보다 넉넉해요
143,"전 하나 꽃히면 주구장창 질릴때까지 하나만 먹어요ㅎ
요즘엔 오땅에 꽃혀서 마트에서 두세봉다리씩 구비해서 먹다가
쿠팡에서 10봉다리주문했어요 오땅만ㅋㅋ

지금은 아이 낮잠재우우 자몽탄산수와 혼자만의 여유를 만끽하고있답니다~

몇달째 오땅만 먹고있는데, 이게 새로운 과자도아닌데
먹어도 먹어도 질리지가않네요ㅎㅎ

작은봉다리라 한번먹기 딱 좋네요 이히힛
한동안 오땅없어질까 걱정없이 먹을수있겠어요~

오땅홀릭~~ 너무맛나요^^"
144,맛 만족도 괜찮아요
145,"역시 오징어 땅콩~^^
한봉당 중량은 여러가지 나오지만, 98g짜리가 혼자 먹기에 적당하네요~"
146,"갑자기 오징어 땅콩 과자가 먹고파져서
쿠팡 로켓배송으로 바로 겟-!ㅎㅎ
맛있어요 단짠단짠!!
한입크기용이라 부스러기 떨어질 일도없구요!
맛있는 간식 잘 먹을게요*^^*"
147,"과자 중에 안질리고 제일 맛나게 먹는 제품이에요
매번 집앞 슈페에서 3묶음에 3천원 짜리로 구매하다 계속 먹다보니 쟁여놓으려구 쿠팡에서 알아보게됬네요
가격은 전체적으로 슈퍼랑 비슷한 편인것같아서 수량이 적당한 이제품으로 주문했어요
오징어땅콩 박스에 포장되서 제품이 터지거나 많이 부러지거나 하지 않아서 만족합니다.
다 먹으면 또 주문할게요"
