,information
10,"제가 오징어땅콩 과자를 정말 좋아해서
편의점에서 자주 사먹었었는데
언제부턴가 편의점 과자값 창렬한거 다들 아시죠..?
어쩜 이럴 수 있나 싶을 정도..
얼마나 남겨먹는지 안다면 편의점 사장님들
전부 구속시켜야 할 느낌^^
나라에서 이런건 규제 안하나 몰라요
물가가 아무리 올랐다지만
과자값이... 어휴어휴 정말
아이들 과자 한 몇개 사주면 만원은 우습게 나와요
남들에겐 1시간 시급일텐데..ㅉㅉ...



〰 제품정보/배송

✅ 제품명 : 오리온 오징어 땅콩, 98g, 3개
✅ 구매가 : 2,910원
✅ 구매일 : 2020 . 06 . 28
✅ 도착일 : 2020 . 06 . 29
✅ 배송방법 : 로켓와우배송



『 맛 』★★
솔직히 먹어보기 전에는
대체 이런 것 까지 리뷰를 써야해? 싶었어요
과자맛이 거기서 거기지
오리온에서 나온 과잔데 뭐가 달라?싶었거든요
그런데 리뷰를 꼭 써야겠더라고요

3봉지가 한 세트이고 로켓와우배송이라
다음날 바로 받아볼 수 있었어요
배송도 빠르고 제가 좋아하는 과자라
얼른 한봉 찢고 먹어봤죠ㅋㅋ
저는 이 작은 사이즈의 오징어 땅콩을 좋아하는 이유가
손 안대고 먹을 수 있어서..
봉지 윗면을 가위로 잘라내고
입에 한두알씩 털어 넣으면서 먹으면 정말 좋더라고요

그런데 먹자마자 엥?
깜짝 놀랐습니다
무슨 탄맛? 같은게 나서..
오징어땅콩 특유의 그 짭쪼롬한 맛 같은 것도 안나구요
땅콩이 탄건지 뭔지...
감칠맛도 좀 다르구요..
아니 오징어땅콩 ㅠㅠ
쿠팡에서 주문하기 바로 전날에 편의점에서 사다가 먹고
바로 주문한거였는데 맛 차이가 이렇게나 난다고?ㅋㅋ
저렴하게 팔 수 있는 이유가 아마
정상제품으로 출고할 수 없는 실패한 과자들을
따로 저렴하게 파는건가? 싶은 합리적인 의심을^^

나이가 몇갠데 오징어 땅콩 먹은게 몇봉이나 되겠어요
수십 수백봉지는 될 듯..
그간 변해온 맛도, 패키지도, 알 크기도 아는데..
이건 편의점 오징어땅콩과 확실히 다르다는 느낌~
그렇게 한봉을 다 먹어갈 때까지도 이상했다는거
(그 와중에 다먹은거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ)
오땅 좋아해서.. 버릴 순 없었음
그냥 맛이 다르니까 다르다 표현할 뿐!

두번째 봉지 리뷰쓰면서 깠는데
이건 또 왜케 심심하지..?
탄맛은 안나는데 그 특유의 감칠맛?
짠맛 말고 감칠맛이 많이 약한 느낌..
오리온은 이실직고 하시오
편의접에 납품하는 것과 다른건가요?
아님 하~~~필!
재수없이 제가 하필 이런 제품이 두개나 묶여있는게
저에게 배송된건가요~
확률상 이건 로또맞았다 표현해야하나..
잘 모르겠습니당^^;;
마지막 봉지까지 먹어보고 재주문을 할지말지 결정해야할듯
어쨋거나 편의점보다 저렴한건 사실이니.."
11,"오땅 진짜진짜 간만에 먹어보네여
이거 먹을때 꼭 준비해야 하는게 있쬬
접시나 종이컵정도?!?! 아니면 비닐봉지라도ㅋ
겉에 과자만 싹 발라먹고 속안에 땅콩은
다 뱉어내기때문에 땅콩 담길 그릇이 필요합니닼ㅋ
그럴꺼면 왜 먹냐고 생각할수 있는데
그건 모르시는 말씀 되겄습니다ㅋ
겉에 빠삭한 과자만으로도 충분히 맛있꺼렁여
오히려 과자와 땅콩 혼연일체 씨버먹으면
간혹 속안의 땅콩이가 눅눅한맛이 날때가
있어서여ㅎㅎ 퉤퉤
이것은 지극히 개취입니다

급 먹고싶어서 구매한건데 어째 뭔가 느낌이 쏴했습니다
두봉지 한묶음인데 둘중 한개가 손에 잡히자마자
퍽하고 중간이 쏙드가는게 웬지 아작난듯한?!
봉지채 흔들어보니 역시나ㅋ
반은 말짱하고 반은 박살났네여.
이건 과자특성상 박스에 왔어야 덜 부숴졌을텐데ㅠ
2프로 아쉽네여!

오늘 택배박스8개, 전용비닐포장 4개인데
샤워타올 같은애를 비닐에 넣어주시고
이걸 박스에 보내주시지ㅡㅡ
무튼 맛있게 먹고있는 관계로 요까지 하겠습니다
___________________________________________

오땅 하나하나 집어 먹으면서 입에넣기전에
꼭 거쳐가는 관문.
흔들어보기!! 속안에 든 땅콩소리듣고 크기 가늠하긔
대체왜ㅐㅐㅎㅎㅎ 차피 뱉어낼꺼면서

단짠단짠에
간만에 먹어도 맛있네여
오늘저녁은 오땅 한봉지로 마무으리"
12,"어렸을땐 별로 좋아하지 않던 과자였는데 언제부턴가 먹다보니 맛있기도 하고 특히 맥주 안주로 짭잘하면서 고소해서 계속 먹게 되더라구요!

✅구매가격:2,910원

‼️가격도 저렴하고 사이즈는 작아보여도
질소는 적고 과자로 꽉 차 있어요!! 조심해서 뜯어야 해요~

✔️생각보다 가격변동이 있어서 제일 저렴할때 사두는게
좋을거 같아요"
13,"남편의 최애과자인 오징어땅콩~일명 오땅!!!
느무느무 바삭하면서 부드럽고 고소하고 맛있답니다.
부서진거 거의 없이 잘 배송되었고 이 제품이 좋은게
질소가 거의 없고 과자로 봉지가 거의 꽉차 있다는거지요. 오예!!!
저도 넘 맛있는거 같아요.
요즘은 코로나라서 못가지만
야구장 갈때도 꼭 챙겨갔던 오땅!!!
해외여행이나 일로 나갈때도 오땅과 땅콩강정 간식으로 챙겨가니 너무 맛나더군요.
암튼 이번에 박스로 구입한 오땅을 온가족이 너무 좋아해서 금방 다 먹어버릴거 같지만 일단은
부자된거같이 마음이 여유있네요 ㅎㅎ
유통기한은 11월까지이나 며칠도 못갈듯요.
먹어도 질리지않고 속에든 땅콩도 어찌나 고소하고 신선한지.
쿠팡가격도 착하고 아주 좋아요."
14,"오땅 가끔 생각날때가 있습니다
마막 단짠단짠 스타일 과자 땡길때 요 오땅이가
뙇좋은것 같아여
이번에 구매하면서 과잣속 땅콩을 좀 먹어봐야지
했는데 잘 안되네옄ㅋ
아니 색부터 왤캐 구리구리함ㅠ? 약간 눅눅하며서
붉으스름한게 뭐든 잘먹꼬 뭐든 잘 안가리는
제 입에도 거부할수밖에 읎는게 이 땅콩인듯

다 뱉어내는것도 일이라서 몇개 걍 씨버먹는데
아 또 어떤건 고소고소 맛있는것도 있어여
이늠에 땅콩도 볼불복인지 오래된것처럼
기름 찍찍 나오는 물렁이는거
맛있는 속땅콩은 식감부터가 달라여!
___________________________________________

오징어 땅콩인가여? 오징어 가루인가여
아래로 내려가면 내려갈수록 온전한 모양을
하고 있는 애들이 넘 드물어여
대신 똥글똥글한게 한입에 쏙쏙 드가는 크기라서
먹기에 넘 편하잖아욤ㅋ
그덕에 200g이 넘는 한봉지를 몇분 안되서
순삭하게 된다는거ㅠ
이거 진짜 광고문구 그대로 씹을수록 완전
고소고소해서 넘 마시뚀요: )"
15,"적은량여러개 사는것보다 202g좀큰것을사서 한봉지를먹어도
푸짐하게 먹고싶어 202g4개를 구매했습니다 한봉지알차게
들어있어서 잘먹겠습니다 가격도 저렴해서 만족합니다
유통기한: 2020.07.30일제조~~~2020.12.29일까지입니다"
16,"오징어 땅콩 3개 한 묶음 이네요

심심할때 먹으면 아주 맛있어요



오징어 땅콩은 동그라미 안에 들어있는

땅콩이 매력적이죠



신기하게도 딱딱하지 않고

촉촉하니 맛있어요.



짭쪼릅해서 시원한 맥주랑

먹어도 환상의 짝궁이죠"
17,"1. 구매이유
신랑이랑 제가 좋아하는 과자 중 하나예요.

2. 만족도
오징어 땅콩이랑 제가 나이가 같아서
깜짝 놀랐어요.ㅎ ㅎ
둘 다 참 나이가 많죠?ㅎ ㅎ
다른 회사가 따라올 수 없는 맛!
동그란 과자 속에 고소한 땅콩 이라니!
그 과자는 짭짜름한 오징어로 만들어졌으니...
이걸 42년 전에 생각해내다니...
대단한 것 같아요.
아마두 이 과자를 만들어낸 사람은
맥주와 오징어, 땅콩을 좋아하는 사람이 아닐까요?
혼술에 오징어, 땅콩이 최고죠.ㅎ ㅎ
오징어 땅콩은 금상첨화구요.
한 봉지 다 먹으면 1000 칼로리가 넘지만
먹을땐 생각 안나요.ㅎ ㅎ
거기다 맥주 열랑까지 ㅎ ㅎ
스트레스 많은 육아전쟁에서 맥주와 오징어 땅콩이라도
없으면 어떻게 버틸까요?ㅎ ㅎ
오징어 땅콩 질리면 포카칩 먹고,
짠게 질리면 달달한 카라멜콘 메이플 먹구요.ㅎ ㅎ
출산하고 절대 살 안 빠집니다.ㅎ ㅎ
그래두 먹는 낙이라도 있어야죠.푸하하"
18,"몇일전 이웃집에 놀러갔다가 커피와 함께
간식으로 오징어 땅콩을 주길래 맛있게 먹었어요.

집에 돌아오니 자꾸만 과자가 생각나서
오랜만에 다른 과자와 함깨 오징어 땅콩도 주문했어요.

오늘 도착했는데 포장을 흔들어 보니
가루소리가 많이나서 불안했는데..
역시나 많이 부스러져서 왔네요.

아쉽지만.. 그냥 맛있게 먹을려고 하는데
나머지 오징어 땅콩 2봉지도 흔들어보니
부서진 가루소리가 많이 나서 불안해요.ㅠㅠ"
19,"오리온 오징어 땅콩 202g 1개

안녕하십니까 윽너무좋아 에요✔✔

오늘 제가 구입한 제품은 과자 류인데요

믿을 수 있는 대기업 오리온에서 생산한

오징어땅콩 과자류 랍니다

짭짤 고소한 것이 한국인에게 오랫동안

사랑받아온 제품 인데요

진짜 장수 식품 이네요

좋아요

쿠팡에서 저렴한 가격에 무료배송까지 해주셔서

정말로 혜자입니다 혜자 캬 캬 캬

좋습니다 감사합니다 잘 먹겠습니다

쿠팡 번창 하여라✔✔"
20,맛 만족도 예상보다 맛있어요
21,"맛있어요.

입이 심심하다 싶을때 딱입니다~

고소한 땅콩도 들어있고
먹는 재미가 있네요."
22,맛 만족도 예상보다 맛있어요
23,"오랜만에 과자가 먹고싶어서 예전부터 제일 좋아했던 봉지과자였던
오징어땅콩을 주문했습니다
맥주랑 먹으면 더욱 맛있기로 유명하죠
오징어땅콩 과자는 어렸을때 그 맛 그대로 유지가 되는 것 같아서 좋아요
다른 과자들은 조금씩 맛이 변하기 마련인데
오징어땅콩은 예전의 그 맛 그대로여서 언제먹어도
거부감없이 맛있게 먹을 수 있어서 좋네요

오징어땅콩은 겉에 짭조름한맛이 맛있는 것 같아요
98g이 남기지않고 한번에 먹기에도 좋은 양인것 같습니다
너무 크게 되면 남겨서 조금 방치해두면 눅눅해져서 맛이 없어져서
한번에 다 먹는게 좋은 것 같습니다
감사합니다 다음에 또 주문할게요~"
24,"◎구매일자 : 2020년 08월02일
◎구매가격 : 2,910원(3개)
◎개당가격 : 970원
◎상품평 작성일기준 가격변동 : 가격 변동없음.

국민간식! 국민안주! 아이들간식!

우리나라 국민들중에 이과자 모르는 사람들이 있을까요?
안먹어 본사람들이 있을까요?
아마 다먹어 봤을걸요?
ㅎㅎㅎ

따로 설명은 안드릴게요 ㅎㅎ

저는 맛이 좋고! 고소하고! 식감이좋고! 매력적이라!
자주구매하여 먹는답니다! 중독되는 맛이 강한 과자에요 ㅎㅎ

배송은 잘되서 왔구요~ 과자에 특별히 문제는 없었습니다 ㅎㅎ"
25,"♤ 상 품 명 - 오리온 오징어 땅콩

♤ 용량.수량 - 98g * 3개

♤ 구매금액 - 2,970원

♤ 유통기한 - 2017년 10월 11일

♤ 주문일자 - 2017년 05월 19일

♤ 배송일자 - 2017년 05월 20일 ( 로켓배송 )


♤ 구 매 동 기

아이들 간식으로 두고 먹으려고 첫 구매하게 되었습니다.



♤ 시 식 후 기

- 오리온 오징어땅콩은 1976년 출시된 40년된 오랜 전통의 과자 입니다.

- 땅콩이 통째로 들어 있으며 땅콩과 코팅층으로 만들어졌습니다.

- 바삭하고 고소하며, 딱딱하지 않습니다.

- 겉에 과자는 짭짤한 맛이 있으며, 속에 땅콩이 통째로 들어 있어서 씹는 식감도 좋습니다.

- 아이들 간식으로도 좋고, 어른들 맥주안주로도 괜찮습니다.


만 족 도 ☆☆☆☆☆

재 구 매 ☆☆☆☆☆

추 천 도 ☆☆☆☆☆"
26,맛 만족도 예상보다 맛있어요
27,"과자를 그닥 잘 안먹는데 고르고 고른게

그래도 오랫동안 먹어본 이 제품을 골랐어요.

1976년이라 ~~~~

엄마 어렸을때는 말이야~~~ 이 과자가 말이야~~

하면서 아이랑 영화보면서 같이 먹으려고 주문했어요.

4관왕수상이라 안볼수가 없어 ....마침 이벤트 할인도 해서

티비에서 결제했지요.

볼륨도 키웠구요~~~ ㅠ

우선 과자를 한봉지 뜯어 아이랑 그릇에 나눈다음

영화 스타트 ~~~~ 헉 ... 검색해보세요. ....ㅜ

등급이 ㅠ...이 와증에 과자는 다 먹었구

민망하지 않은척 서로가 노력하는 시츄에이션으로

연기? 했네요... ㅋ

제가 먹은 과자는 오징어 땅콩입니다~~

더 소리나는 과자를 먹었어야 했는데. 어색어색 ㅋ."
28,맛 만족도 예상보다 맛있어요
29,"오징어 땅콩은 정말 오랫동안 사랑받는 과자랍니다 어린 시절 소풍갈때 쥐포, 사이다와 함께 요 아인 빠질수 없는 품목중 하나였으니까요 ^^ 40여년 가까이 이런 사랑을 받는걸 보면 국민과자가 확실하네요 ^^ 바삭하고 고소하고 짭조름함의 삼박자가 잘 맞는 과자랍니다 저희집은 성인이 된 두아이들은 물론 다섯살 막내까지 현장체험 갈때 한봉지 챙길 정도로 애정하는 간식이랍니다 ♡

10봉이 한박스 구성으로 흔들림이 없다보니 많이 깨지지도 않았고 (사진상 깨진 과자는 뜯어놓은 봉지를 한손으로 '팍' 누르는 실수를...)
2018년 8월 6일 제조 , 내년 1월 5일까지로 유통기한은 4개월로 넉넉하답니다"
30,맛 만족도 괜찮아요
31,"오리온 오징어 땅콩 98g 3개

믿을 수 있는 대기업 오리온에서

만든 오징어 땅콩

제가 어렸을 때부터 쭈욱 먹어온 제품인데요

짭짤 고소함의 최강자이죠

오리온에서 제가 태어나기도 전부터

생산한 제품입니다

입이 심심할때 맛있게 먹기 좋은 제품입니다

저렴한 가격에 무료배송 까지 되는가 봅니다

좋습니다 감사합니다 잘먹겠습니다

쿠팡이 대규모 물류센터를 건설하느라

대규모 적자가 났다고 하는데

대규모 적자를 감수하고

물류센터를 지었으니

앞으론 흑자만 창출하여

쿠팡을 오랫동안 애용할수 있었으면

좋겠습니다

쿠팡 좋아요

번창하세요"
32,맛 만족도 괜찮아요
33,"가끔 심심할 때
또는 맥주 안주로 맛있네요
오리온이 만든거라 믿을수 있지만
주위에서 땅콩이 중국산이라 좀 그렇다는
말들을 하는군요

원래 땅콩 끝 튀어나온 부분은 안먹는거라는데
확실한 정보인지는 모르겠어요

어쨌거나 궁금할 때 간식으로 먹으면
좋군요"
34,맛 만족도 예상보다 맛있어요
