,information
10,맛 만족도 예상보다 맛있어요
11,"남편은 약간 가공?적인 느낌이 난다고는 했는데 거슬릴정도는 아니고 먹을만 하대요
저는 한번먹을때 5개정도는 까서 먹는거 같네요ㅜ
중독적인 맛이에요"
12,"4월 달에 샀는데 찬찬히 먹는 편이라 9월인 지금도 아직 먹고 있습니다.
감자 과자 특성상 깨지기 쉬운데 그런 제품 하나도 없구요, 봉지에 구멍뚫리는 등의 제품 포장 상 하자도 단 한 개로 없습니다. 특히 유통기한도 넉넉해서 막 쫓기듯이 먹을 필요가 없는 점이 너무 좋아요(21년 2월 26일까지)!
마지막으로 에너지 음료나 맥주 안주로 먹으면 너무 맛있습니다는 점..재구매 의사 높습니다ㅏ"
13,
14,"포장지가 다르다 했는데 50개입이네요.
60개입이 더 저렴하게 판매되고 있어서 속상하네요"
15,맛 만족도 괜찮아요
16,50개패키지포장까지되있었는데 열어서혹시나하고 갯수세어보니 47개더라구요 설마싶어서 아무리 다시세어보아도 모자르네요. 양도많고맛있으니 그냥먹어요
17,"사람들이 좋아하네요.
소분되어 있어서 먹기도 편해요!"
18,
19,"편의점에서 먹고 맛있어서 쿠팡으로 시켰는데
편의점에서 샀던 포테이토 크리스프랑 다른 상품이네요
맛도 다르고..
뜯엇으니까 걍 먹습니다"
20,"과자 딱 한 봉지 빼고 안 부서지고 잘 왔어요. 원래 좋아하는 과자라서 괜찮은 가격에 많이 사 놓을 수 있으니까 좋아요. 한 봉지에 5개 들어있고, 입 심심할 때 한 두 봉지 까먹으면 가성비 갑이에요 !!!"
21,
22,짭쪼롬 바삭하니맛나요 늘먹던거 손님들도 좋아하세요
23,맛 만족도 예상보다 맛있어요
24,"와 막상 받아보니 언제 다 먹지라는 생각이.
몇달은 먹을꺼 같아여
싸게 잘 샀습니다."
25,미용실에서 우연히 먹고 쿠팡에서 구입했어요! 가족 다 좋아해요! (고양이 포함) 원래 사람 음식 탐내하지 않는데 이 과자에는 엄청 반응하네요ㅎㅎㅎ 맛있습니다!
26,맛 만족도 괜찮아요
27,옛날부터 문구점 갈 때마다 이 과자 맨날 사먹었는데 가격도 싸고 많아서 구매했는데 진짜 너무 좋아요 집 두고 주전부리고 계속 먹고 있어요
28,맛 만족도 예상보다 맛있어요
29,"후기 잘 안남기는데, 너무 좋아서 남깁니다.
너무 맛있어요ㅠㅠ
잘 먹고 있어요
울 아들램이 너무 좋아해요"
30,맛 만족도 예상보다 맛있어요
31,"후기 잘 안남기는데, 너무 좋아서 남깁니다.
너무 맛있어요ㅠㅠ
잘 먹고 있어요"
32,맛 만족도 예상보다 맛있어요
33,"아무래도 딸이랑 과자를 많이 먹다보니, 과자값이 꽤 들더라고요~
오히려 이렇게 많이 사놓아두면 장기적으로 봤을 때, 간식값이 조금이라도 줄 것 같아 구매를 결정했습니다.
평점도 괜찮고 맛도 대체적으로 좋다는 평들 또한 상품 구매요인들 중 하나였어요~^^

-포장
빠르게 배송되고 포장상태 양호했습니다 굳!!

-맛
일반적인 바베큐맛이에요. 계속 계속 들어가는 맛~~~
한국에서 판매되는 기존과자들과 비슷한 맛이 납니다. 수입과자라고 해서 너무 부담스러워 하지 않아도 될 듯 합니다~★

-장점
정확히 측정하지 않았으나 간식값이 쪼금 줄어든 느낌??
양이 많아, 먹어도 먹어도 계속 나오는 게 장점인 듯 합니다..ㅎ

-단점
인간여물이에요..... 처음에 딸이 너무 많이 먹어서 살 찔까봐 너무 걱정됐어요... 그만큼 중독적인 맛....

★★재구매 의사 100%!!★★
상품평이 도움이 됐으면 좋겠습니당 ㅎㅎ"
34,
35,"요즘 온라인수업때문에 집에만있어서 예전에 맛있게 먹은기억이있어서 구매해봤는데 5개씩들어있네요??(원래 2~3)
한 5일됬는데 1/4먹었네욬ㅋ 다먹으면 또사야겠어요"
36,먹어도먹어도 줄지를 않아욬ㅋㅎㅋ호호잏 ㅠㅠ 너무 좋아요
37,맛 만족도 예상보다 맛있어요
38,"두말 필요 있나요~??
중독성 강한 과자이지요~~~
50개 두박스 사도 아이들 있는 집이라
뚝딱 없어지네요~~~~~^^

자색고구마도 나왔던데 그것도 주문해봐야겠어요
단짠단짠"
39,깨진과자도 많이 없이 배송좋았구요.. 예전 타사이트배송해보니 봉지마다 개수가 거의4개있던데.. 5개구경이 힘들드만요.. 이번 배송에는 거의 5개 다 들어있네요.. 많이 사먹을듯합니다.. 가끔 술안주로 주섬주섬.. 애들간식으로 주섬주섬.. 괜찮네요
40,남편이 먹고 싶어해서 샀는데 양도 많고 맛도 좋고 유통기한도 길어서 좋네요~ 배송은 당연 빠르구요 ㅎㅎ
41,맛 만족도 괜찮아요
42,"짭쪼름 하고 맛있어요
바스락 부서지면서 간편하게 먹기 좋아요
바베큐 향 나면서 입맛 돌아요
일케 택배로 왔는데도 안부서져 있어요
굳굳"
43,굿 짱맛있슴다 편의점에서 사먹다가 왕창 먹고싶어서 쿠팡에서 찾아봤더니 싸더라구요 냉큼 구입했슴다 크리스프는 맛없을리가 없슴다~~~ 다먹고 또사야겠어영ㅎ
44,중독성 있는 맛 ㅋㅋ 야쿠르트랑 함께 먹음 금상첨화
45,맛 만족도 괜찮아요
46,다들 아는 맛이죠? 맛에대해 두말 할꺼없고 저렴히 간식 쟁여놓게돼서 감사합니다
47,
48,"아들 간식으로샀는데 가격대비 맛도 좋고,유통기한도 넉넉하고 과자상태도 부서진것 하나없고 양도 넉넉해서 너무만족 합니다
정말 싸게 잘사서 잘먹었습니다
주변에 강력추천 합니다"
49,
50,구매하고 2번째 상자를 뜯었을때 마스크 대란때문에 대량 물건 사면 습관적으로 수를 세는데 50개가 아니라 49개... 4번 셋는데 49개....
51,
52,"맛있어요
이거이거 너무 맛있어요
쟁여놓고 먹고 있어요~~
양도 많아서 지인분들 나눠 주기도 하고 ~
담에 또 살게요~"
53,"생각보다 맛있네요
군것질
술안주
아이들 간식으로도 좋습니다.
다음에 또 주문할게요"
54,"손이가요 손이가요 계속가요ㅎㅎ


아이들 간식으로 주문했어요.
과자를 잘 안사주는편인데......

외출할때나, 차안에서 심심할때
과자가 필요하더라구요.
가끔 차안에서 배고프다!라고 외치기도 하구요ㅎㅎ

개별로 포장되어있어서 가방에담기 편하구요..
1~2천원짜리 과자 몇개 사주는것보다 오래먹을 것같아요.
큰봉지과자는 애들 다 못먹어서 고무줄로 묶어놓는데
어느순간 바람이 다 빠져있고....

바베큐맛 애들이 넘 좋아하고 잘 먹어요.
너무 짜고 단 맛이 아니여서 그런지
계속 달래요. 매일 먹어도 질리지 않나 봅니다.


비상간식으로 쟁여둘만 하네요!
재구매 의사 있습니다."
55,맛 만족도 예상보다 맛있어요
56,"중독성 쩔어요ㅋㅋㅋ
계속 손이 가는 맛ㅎ..ㅎ♥️"
57,
58,짭짤해서 맛있고 개별 포장되어 있어 행사 때 세팅해놓기 좋아요.
59,맛 만족도 예상보다 맛있어요
60,중학생인 딸이 많이 클려고 하는지 과자를 재어놓고 먹으니 많이 시켰습니다. 한 상자안에 많이 들어있네요.
61,맛 만족도 예상보다 맛있어요
62,"너무 많은 것 같아요
낱개포장 되어 있어서 좋긴 한데 질려요..
아이가 좋아해서 주문한건데 짜기도 해서 많이 먹으면 안될것 같아요."
63,
64,"짭잘하니 맛있어요.
하나두개 까먹다 보면 껍데기가 어느새 수북하게 쌓여요."
65,"좋아해서 주문했음다,
가격도 착하고 넘 맛있어요^^"
66,맛 만족도 예상보다 맛있어요
67,"넘맛있어요
아이의간식으로 넘 좋습니다
Good Good"
68,맛 만족도 예상보다 맛있어요
69,"아 이거 곤란하네요
아침부터 앉은 자리에서 5봉지 까먹었어요
그것도 겨우 참았습니다.

오후에 아들이랑 또 까먹고요
너무 많이 먹는 모습을 보여주면 안될 것 같아
한개만 까서 먹었는데 참기 힘들었습니다.

양파맛은 좀 더 짰던 것 같고 금세 질려서 안먹어졌는데
이건 끝이 없네요

양이 많길래 아 너무 많이 시켰다 했는데
금방 다 먹을 것 같아요..
저좀 누가 말려주세요 엉엉"
70,"맛이야 뭐 다아는 중독성 갑인 짭쪼름 감자칩!
홈플러스에서 60개들이 한상자 4900원에 살수있지만 이거 하나 사자고 더위에 밖에 나가기 넘나 귀찮아서 심부름값?이라치고 주문 ㅎㅎ
당분간 군것질 고민 덜었어용
칼로리는 잊고 그냥 먹습니다 ㅋㅋ"
71,"평소에 맛있게 먹었어서 구매했는데
웬지 싱겁게 느껴지네요 한박스는 잘 먹었는데 한박스는 못먹고있어요"
72,아이들이 가끔 먹길래 주문했어요.양이 어마무시하게 많네요~
73,
74,맛이다해서 시켜봤는데 양념이 넘 쎄다고해야하나 . 좀 그래요
75,맛 만족도 예상보다 맛있어요
76,짭조롬하고 바삭하고 중독성 있어서 계속 먹게되요.
77,
78,2박스씩사다가 이번엔4박스구입했네요 심심할때 딱입니다
79,맛 만족도 예상보다 맛있어요
80,"미쳤어요 느므맛있어요
나의다이어트를망쳐버린 너란과자"
81,
82,식욕이 없어서 이 과자 1개만 먹고도 배가 불러요 3시세끼중 거의 하루에 한끼 먹는데 그때 한개 먹어도 포만감이 느껴지네요 신기하게... 식량작물감자라...?
83,"회사직원들 선물용으로 샀는데
가성비 짱이고
맛도 계속 손이 가서 순삭되는 과자네요~♡
가성비 짱입니다~^^♡"
84,맛 만족도 괜찮아요
85,"양이 너무너무 많네요 50개인줄 알고샀는데 100개...
싸긴해요
안주겸으로 먹기 좋아요 맛있어요"
86,"엄청 엄청! 엄청!!! 많아요!!! 진심 장난아니게 많아요
두개 먹었는데 깨진곳이 없어서 좋아요ㅎㅎ
초록색이랑 반반 섞인게 있었으면ㅠㅠ"
87,맛 만족도 예상보다 맛있어요
88,울 아빠가 엄청 좋아해요 맛나서 샀어요. 이거의 유일한 단점은 너무 맛나서 자꾸 먹어 살찌는거에요
89,
90,"양 엄청많아요
역시 맛있어요
많은만큼 매일매일 챙겨먹게된다는,..;;"
91,맛 만족도 예상보다 맛있어요
92,"맛도 좋고 푸짐하고 ㅋㅋ
많이먹다 보면 살찌는 부작용이 흠이랄까...
저렴하고 좋아요"
93,맛 만족도 예상보다 맛있어요
94,달지 않고 5장씩 소포장이라 한 번에 먹고 싶은 양만 먹을 수 있어 좋아요. 식품 첨가제는 좀 들어간 것 같고 감자의 고소함이 느껴지는 감칠맛나는 과자입니다.
95,맛 만족도 괜찮아요
96,고소하고 맛있습니다 간식용으로 휴대하고 다니기 좋아요
97,
98,"누구나 아는 그맛, 가장 무서운 그맛. 대량구매 새이득"
99,맛 만족도 예상보다 맛있어요
100,"저희집 둘째가 사랑하는 과자입니다
양이 무지무지 많습니다
앉아서 아무생각없이 먹다보면 끊임없이 들어가는 과자예요ㅎㅎ"
101,2명에게 도움 됨
102,"와 우한폐렴 남의 일일때 산 건데
신의 한수였다...
넘 맛있어서 3일 내리먹다가
물려서 도저히 못먹겠음...
격일로 먹어야 제 맛."
103,"첨엔 잘 먹었는데...
반상자 이상 먹으니 전 물리네요~~
아이들은 썩 좋아하지 않네요.
그러너 맛 없는건 아니라 별 4개 했어요~~"
104,"딸아이와 신랑이 너무좋아하는간식
맥주안주로도 너무좋아요"
105,1명에게 도움 됨
106,"바베큐맛 단짠
간식으로 맥주안주로좋음
얇아지고 5개씩들어 더 맛있어짐"
107,맛 만족도 예상보다 맛있어요
108,"짠데 맛있어요 ㅋㅋㅋ

맥주안주로 먹어야겠네영
짭쪼롬하게 냠냠"
109,"역시.. 믿고 먹는 과자 ㅠㅠ
한번 뜯으면 멈출 수 없는 마성의 과자...
괜히 샀나 싶어요...다이어트...해야되는데...................
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

근데 왜 예전에 먹었던 것 보다 두툼한 것 같죠!?
졸맛있어요 ㅠㅠㅠㅠㅠㅠㅠ"
110,맛 만족도 예상보다 맛있어요
111,"영업장에서 손님들 간식으로 드리려구 구매한건데
제가 더 많이 먹는 거 같아요 ^^~"
112,1명에게 도움 됨
113,포테이토 바베큐맛스낵좋아요 맛도좋구 가격도좋아요 자주주문해서 먹고싶네요 강추강추합니다
114,맛 만족도 예상보다 맛있어요
115,"한창 사먹다가 조금 시들해졌었는데..
급 땡겨서 다시 주문했어요~
예전보다 한봉지에 들어있는 과자 갯수가 더 많네요~
좋아요~ 좋아요^^"
116,가성비 좋은과자!! 회사 간식으로 주문했는데 다 좋아합니다
117,맛 만족도 예상보다 맛있어요
118,"개인적으로 가장 맛있는거라 구매
아이들 간식으로....양 대비 가격 저렴"
119,"단짠단짠의 진수 근데 제 입에는 너무 짜요 ㅎㅎㅎㅎ
그래도 입이 심심할 때 먹으면 바로 오오오케이 ㅋㅋㅋ"
120,"아 중독적인 맛땜에 순식간에 사라져버리네요 ㅋㅋㅋㅋ
잘 먹고있습니다
간혹 양념이 덜 뭍은게 있는데 충분히 짜서 그러려니 하고 먹고있어용"
121,맛 만족도 괜찮아요
122,"제가 좋아하는맛
바싹 바싹
식감까지
모두 만족합니다
다이어트는 먹고나서 할래요"
123,맛 만족도 예상보다 맛있어요
124,"맛있어서 계속 먹게 된다는게 가장 큰 단점 ㅋ
진짜 많이 먹었다고 생각했는데 아직도 많이
남아있음 ㅋㅋㅋㅋㅋ"
125,1명에게 도움 됨
126,25개씩해서 50개인줄 알았는데 50개짜리 2개였네요.. 주위사람들도 이과잘 너무 좋아해서 넉넉히 나눠 먹을것같아요 좋아용
127,
128,"늘 주문해서 쟁여놓고 먹습니다~
아이들도 너무 좋아하고 어른들 입맛에도 맛있네요"
129,맛 만족도 괜찮아요
130,"아이가 좋아하는 과장예요
배송상에 전혀 문제 없었어요~
맛나게 먹을께요~"
131,
132,우리 아들이 겁나좋아해요 양도많아서 오래먹겠어요 고소하고 맛좋아요~
133,사진 그대로예용~깨진 거 하나도 없구 왔구요 맛있어요 b
134,깔끔한 맛이고 저렴한것같아서 구매했습니다.~!
135,"처음 한 두개 먹을때는 맛있는데, 점점 질리는 맛이에요. 가끔씩 드실 분에겐 추천합니다."
136,"보통 1봉에 3개 들었는데
요 아이는 1봉에 5개 들었어요^^"
137,맛 만족도 예상보다 맛있어요
138,살짝 질릴정도로 많이오네요 너무 만족합니다. 두고두고 먹어야겟어요
139,"ㅎㅎㅎ 메이디인 필리핀. But 중독성있음. 엄청 양많음
또 구매하고픈데... 밤마다 줄지않고 있는 과자땜시. 살찜 ㅡㅡ"
140,"심심할때 먹으면 좋을듯

하지만 너무 먹지는 마요

살쪄..."
141,맛 만족도 예상보다 맛있어요
142,올만에 주문해서 먹었더니 맛좋아요 왠지 양도 많아진듯 한느낌도드네용
143,선생님도 좋아하는 포테이토 크리스프 스낵. 배송도 완전좋음
144,"감자가 아니라 밀가루맛... 맛도 짜지 않고 달아요;
먹다보면 계속 들어가긴 하는데 두번은 안 사먹을듯
케틀 감자칩 취향이면 이건 안 맞을 거예요. 저는 더 짜고 감자맛 나는 과자를 찾아 떠납니다..."
145,맛 만족도 예상보다 맛있어요
146,과자도 안부서지고 잘받았어요 맛도굿 양도굿 가격도 굿입니다
147,맛의 신세계. 말레이시아 산. 한봉에 얇은 과자 5개 들이.
148,맛 만족도 예상보다 맛있어요
149,"얇고 맛있어요.
세 개 이상 먹으면 물려서 양 조절도 돼요 ㅋㅋ"
150,맛 만족도 예상보다 맛있어요
151,맛있어요 원래3개 들었는데 5개들어서 놀랐습니나
152,
153,저렴하게 잘샀어요 너무 맛있어서 자꾸 먹게 되네요
154,맛좋고 양도많아요ㆍ겨울에 군것질할때 좋은거 같아요ㆍ
155,
156,대용량이라 두고두고 먹습니다 맛있기 잘 먹고 있어요
157,
158,살 찔까 걱정이지만..그래도 먹을겁니다~^^
159,맛 만족도 예상보다 맛있어요
160,"가성비 좋은 가격 좋네요
언제 다 먹을지.. 양 많네요ㅋㅋ"
161,
162,아이들과 저에 최애 템이죠 맥주안주에도 최고~~~^^
163,맛 만족도 예상보다 맛있어요
164,진짜 최애 과자.. 용량 보고 너무 거대해서 놀랐어요 ㅋㅋ
