,information
62,"집에서 달달한 과자에 물려 짭쪼름한 과자 찾다가 요 단짠단짠 쌀과자를 구매했습니다.
곰곰브랜드라 가성비도 좋고 양도 많은데 까먹기도 편하고 개별 포장이라 깔끔합니다.
그리고 무엇보다 단짠 고소라 아이들이 너무 잘먹습니다.
그래도 전 갠적으로 일반 쌀과자보다 훨씬 더 짠것 같아 별 하나 빼고 싶습니다.
많이 먹으니 애들이 물을 찾으니 조심해야겠습니다.
그래도 가성비 좋고 아이들이 좋아하니 하루 갯수 제한두고 애들 간식주긴 괜찮습니다~~"
63,"제품 설명에 있는 <누구나 다 알고 익숙한 그 맛!>
그 말에 딱 맞는 과자에요!!!! 바삭바삭하면서도 고소한 과자 위에 살살살 뿌려진 설탕 시럽이 찰떡 궁합입니다.
너무 딱딱하지도, 무르지도 않는 적당한 질감이고, 쌀과자라고 하면서 과자에서 동남아쌀의 향기가 나는 경우도 있는데 그런 묘한 향기 같은 것도 전혀 없어요!!

하나에 무려 48봉지나 가득가득 꽉꽉 담겨 있어서 보기만 해도 풍족한 느낌이고, 넉넉하게 나눠먹기 참 좋네요.
한 봉지에 2개씩 들어 있는 과자는 주먹 하나 정도의 크기쯤 됩니다. 크기 비교는 스*벅스의 민트와 비교 해주세요!

커피, 우유, 안주로도 빠지지 않을 과자라 남녀노소 누구에게나 환영받고 사랑 받을 수 있어요!

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
64,맛 만족도 괜찮아요
65,음 이게 원래 쌀과자가 아니라 곰곰에서 만든 쌀과자라 그런가 먹어본 사람들이 인절미 맛이 좀 부족ㅎㅏ고 과자 본연의 맛이 많이 나는거 같다고들 하네요 원래 이 과자는 고소하고 짭쪼름 한 인절미맛 인데 좀 맹맹한 과자뻥튀기(?) 같은 맛이 더 강하다고 그랬어요 ㅎㅎ 맛이 없는건 아니지만 원래 알고있는 쌀과자에 비하면 맛이 좀 싱겁(?) 그런 느낌? 인절미 맛 보단 그냥 과자의 고소함 맛 인가봐요 ㅎㅎ 저는 안먹어보고 먹은 사람들의 평가 였습니다 ^^
66,"쌀과자를 좋아해서 구매했어요.
기존에 먹던 타회사 쌀과자보다 맛있어요.

굳이 다른점을 찾으면 살짝 더 짠맛이 있어요.
그러나 저희가족 입엔 이게 맛있네요.
로켓배송이라 주문하기도 편합니다.

패키지도 깔끔하게 옵니다.
추천해요. :)"
67,맛 만족도 예상보다 맛있어요
68,"요즘 재택근무하면서 입이 심심해서 열심히 먹고 있는 과자에요!!
미x 쌀과자랑 맛도 똑같고 맛있어용!!
많이 단 편이 아니라서 단거 별로 안좋아하시는 부모님도 잘드시더라구용
여기서 두 번 주문했는데 할머니랑 외할머니도 맛있게 잘 드셔서 추가로 주문해서 보내드렸어요~
pb브랜드는 저렴한 값한다라는 편견을 버리게 해준 곰곰 쌀과자!! 진짜 중독성있어서 계속 먹게되는 과자!!유통기한도 2021년까지로 넉넉하고 진짜 최고bb 추천합니당!"
69,"딱 단짠 + 고소의 맛입니다.

이런 류의 과자를 좋아하는데,
짭쪼름해서 계속 입으로 들어가요~

양도 많고 개별로 포장되어있어서
어디서든 간편하게 먹기 좋습니다

손에 가루가 많이 묻긴 하지만
다른 과자에 비해 불편할 정도는 아니고
맛있어서 만족합니다!!

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
70,맛 만족도 예상보다 맛있어요
71,"곰곰 달콤고소쌀과자

6480원

제조국:중국

타제품 쌀과자보다 완전 더 맛있어요

쪼금 짭짤하면서 단맛도 살짝나고 고소하기까지~

먹은후에 입안에 기름기도 없구요~

가격까지 저렴하니 완전 굿입니다~^^"
72,"일하거나 티비보다보면 뇸뇸뇸 하나씩 주워먹기 좋은 과자가 있잖아용~?
이 과자가 딱 그런 것 같습니다!!!
2개씩 소량포장 되어있어서 남은 과자 눅눅해질 걱정 없이 먹기 좋더라구요~>_<
그리고 크기도 아담해서 두입이면 먹을 수 있다는 것도 좋아용! 입 주위에 과자 안묻잖아용~헿
또 소량포장되어 있어서 어디 나갈때 외투 주머니에 한두개 넣어가지고 가면 중간중간 먹기도 좋겠더라구요!!!

젤 중요한 맛은용~!!!
말 그대로 단짠단짠입니당!! 고소하면서 달달하다가 살짝 짭조름!!!
계속 손이 가요ㅋㅋㅋㅋㅋㅋ
가족들이랑 다 같이 먹는데 모두 좋아하더라구요!!!
마성의 과자입니당!

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
73,"다른 쌀과자에비해 곰곰 쌀과자가 더 맛있다고해서 이번에 처음 사왔는데
역시 곰곰 쌀과자를 왜 그리 다들 극찬했는지 이해가 됐습니다.
시즈닝도 골고루 뿌려져있고 짭짤고소한게 아주 취향저격 제대로했어요ㅠ
다 떨어지면 또 살 예정입니다"
74,맛 만족도 예상보다 맛있어요
75,"너무 마싯는데 마트에서 항상 봤던 졸라 큰 봉지가 아니고
살짝 작아서 실망스러웠는데 내가 300g개념에 없어서 그런거니 뭐.."
76,맛 만족도 괜찮아요
77,자주 구입하는 남편 간식용인데 단짠단짠해서 자꾸만 손이 가네요
78,".. 짱 맛있어요...........
제가 쌀과자 진짜 좋아하는데요.. 다른 과자는 많이 먹다보면 질리고 물리잖아요 .. 근데 이건 계속 들어갑니다.. ㅠ
ㅋㅋㅋㅋ 생각없이 먹다가 진짜 계속 먹어서 놀랏어요ㅎ
간식으로도 딱 좋구, 맛도 짭조름하게 간이 잘 되어있어요!!
맥주안주로도 딱인거같네요>_____<
개인적으로 너무 맛있어서 추천하구싶네요 ㅎㅎㅎㅎㅎ

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
79,
80,이거 계속 사먹다 오랜만에 선과 먹었는데 기억이랑 다르게 맛이 약해서 당황;; 이게 맛이 더 약하다생각했는데 오히려 반대네요. 그리고 선과보다 살짝 딱딱한듯. 이거 쿠팡말고 마트에서 팔았으면 선과말고 이거먹었을듯 하루 기다리기 싫어서 그냥 선과먹었지만..
81,"집에 있어서 먹어봤는데 맛있길래 회사 사무실간식으로 구매했어요 !
요즘 나오는 과자는 너무 자극적인데
곰곰 쌀과자는 적당히 달고 고소해서 좋네요 ㅎㅎ

역시 대용량이라 더 좋구요 ㅋㅋㅋ
잘먹고 담달에도 또 구매할께요 ~!"
82,
83,"쌀과자류를 좋아해서 사봤어요
마트에서 보던 그제품보단 약간 연한 맛이에요
가성비는 매우 좋고
한번 시작하면 몇개나 까먹게되는 무서운 과자임"
84,"회사간식용으로 구매했습니당 !
근데 기본 제가 알고있는 쌀과자의 짠맛보다는 좀 싱겁(?)더라구요..
그래도 양이 많으니 저렴하게 구입해서 잘 먹고있어요 ㅎㅎ
어쩌면 너무 안짜서 더 잘먹을수도있겠어요 !"
85,
86,"이거 중독적인맛ㅋㅋㅋ
손이가요손이가~~~
맛있네요!"
87,맛 만족도 예상보다 맛있어요
88,"누구나 다 아는 그 맛! 달콤하니 쌀과자 너무 맛있어요ㅋㅋ 무엇보다 양이 많아서 좋아요!! 먹다보면 ‘내가 언제 이만큼이나 먹었지?’ 하는 생각이 드는 과자에요ㅋㅋㅋ 계속 먹어도 질리지 않고 자꾸만 손이가서 살찔까봐 큰일이네요ㅜ 먹다보니 배도 부르고 한두개 가방에 넣어 놓고 다니면서 출출할때 간단하게 먹을 수 있을거 같아요!ㅎㅎ

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
89,맛 만족도 예상보다 맛있어요
90,"갑자기 쌀과자가 먹고 싶어서 찾았는데
곰곰 쌀과자도 있더라고요! 그래서 바로 구입
곰곰 제품들은 가성비가 좋아서 늘 고민 없이 선택했던거 같아요
쌀과자 역시 제가 생각했던 그 맛 그대로에요~
맛있게 먹겠습니다!"
91,"맛있고 짭니다.
만족스러운데.. 중간에 한개들은 봉지가하나있어요. 심지어 구멍두 나있음! 이거빼곤 좋아요~"
92,"이거 원조보다 2배는 맛있습니다.
가격은 싼대 맛은 2배!
이건 믿고 사세요 두번 사세요!
기존 쌀과자 좋아하시는 분들
그리고 좀더 단짠했으면 좋겠었다는 분들!
이겁니다 이거에요! ㅋ
원조보다 더 짭쪼름해서 더 맛있어요
믿고 구매해보세요~"
93,맛 만족도 괜찮아요
94,"애들이 안먹네요 헐......
고이 모셔두고 있어요"
95,"평소에는 크라운 쌀과자를 먹었지만 비슷한 과자가 보여서 주문해봤습니다.

중국 과자를 고를때에는 항상 어디서 만든 제품인지를 확인하는데 이번에는 확인하지 않고 구입했습니다.

10여년 전 멜라닌 분유로 난리가 났었는데 이번에 또 멜라닌 분유가 발견되었다 하여 신경이 쓰이지요.

HENAN KAILILAI FOOD CO., LTD

구글링을 해보니 직원이 12명인 중국 과자회사네요.

홈페이지는 당연히 없고요.

구글 어스와 바이두로도 위치 검색이 안 됩니다.

크라운쌀과자는 왕왕그룹이라고 나름 규모가 있는 회사의 제품이고 홈페이지도 존재하고 구글 어스로도 검색이 됩니다.

직원이 12명인 회사의 과자를 믿고 먹을 수 있나 싶은 생각이 들어요..

제조과정과 품질관리를 믿고 먹을 수 있는 제품인지..

곰곰시리즈가 쿠팡에서 밀고있는 자체 브랜드로 알고있는데 살짝 실망입니다."
96,"어릴적 먹던 추억의 쌀과자가 이 제품입니다.
바삭바삭 달콤 고소 쌀과자! 진짜 바삭바삭해요 ㅠㅠ


우유랑 먹었는데 순삭이네요 너무 잘 어울려요.
겨울이여서 군것질이 계속 땡기는데 아토피라 밀가루 과자는 찝찝해서 쌀과자로 간식 교체! :)
단짠단짠맛도 맛있었는데 달콤 고소 맛은 또 다른 매력이네요 ㅎㅎ 둘 다 중독되는 맛이라 멈추기 힘들어요.

깔끔하게 소포장 되어 있어 가지고 다니기도 편하고 가족들이랑 티비보면서 먹으면 금방 줄어들어요.
생각보다 짐승용량이라 놀랐어요 ㅎㅎㅎㅎ

친구들 놀러와서 안주로도 맛있게 나눠 먹었습니다.
회사에서도 자꾸 간식때문에 편의점 가게 되서 서랍에 넣어놨어요.
가격도 싼데 용량은 짐승!! >0<

곰곰 달콤 고소 쌀과자 추천합니다 :)

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
97,"과자 받았을 때 생각보다 너무 커서 놀랐어요!! 이 가격에 이 양 그리고 이 퀄리티라니 진짜 안믿겨져요!! 가격대비 너무 만족합니당! 그리고 과자도 고소하고 정말 맛있어요! 흔히 아는 쌀과자인데 엄청 바삭바삭하고 먹을 때 고소함이랑 단맛이 느껴져서 계속 땡기는 맛이에요~~!!
집에서 배고플 때 간식으로 먹으려고 했는데 양이 많아서 회사에 가져가서 간식으로 먹으려구요~! 포장도 낱개별로 되어있어서 사람들 나눠주기 편할 것 같아요:)) 진짜 너무너무 만족스러워요!
곰곰 쌀과자 다들 두번 사세요 세번 사세요~!!

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
98,슬슬 쿠팡 자체 브랜드인 과자류도 보이네요...ㅎㅎㅎ 단짠 고소한 쌀과자가 쿠팡의 이름으로 출시되었습니다. 크라운의 쌀과자도 유명하지만 쿠팡의 쌀과자도 단짠의 맛을 잘 버무린 바삭한 과자네요 ㅎㅎㅎ 그리고 가격이 엄청 저렴해서 안살수가없네요... ㅎㅎㅎ 각각 개별포장되어있어서 사무실 간식코너에 놓으면 금새들 갖고 가겠네요 ㅎㅎㅎ 그리고 젤 좋은건 로켓프레쉬 배송이라는 점~!! 한번 꼭 드셔보세요~
99,맛 만족도 괜찮아요
100,"생각보다 달지 않고 고소합니다.
인터넷으로 주문해서 양을 잘 몰랐는데
생각보다 많아서 회사 직원들과 나눠 먹었습니다ㅎㅎ
쌀과자 좋아하시면 큰거 주문해서 두고 먹어도
좋을거 같아요."
101,맛 만족도 예상보다 맛있어요
102,"우리가 너무나 잘 알고있는 그 동그란 쌀과자이고요
맛도 시중에 파는것과 같습니다
달달 짭짤 고소한것이 옆에 두고 먹으면 계속 손이가요.

쌀과자가 5000원대면 좀 비싸다고 생각할 수 있지만
양이 진짜 많아요 (비교를 위해 립밤 옆에놓고 찍었어요)
수입과자처럼 과대포장 전혀없이 알차게 꽉꽉 눌어담았네요.

사무실 간식으로 최고입니다.
저는 다 먹으면 꼭 살거에요. 초록색 패키지인 단짠도 맛있을 것 같아요

근데 이 과자 칼로리가 1봉지당 50kcal 라서
생각없이 마구 주워먹다 보면.... 살이 꽤 찔 것 같긴 합니다. 조심하세요

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
103,맛 만족도 예상보다 맛있어요
104,"이 가격이 이렇게 많은 양이라니
정말 대만족이에요!!!

일반 과자는 너무 달고 쉽게 물려서
많이 먹지 못하는데 이건 앉은 자리에서
3~4봉지도 거뜬해요!
저희 할머니도 군것질을 하지 않는 편이신데
이 과자만큼은 잘 드시네용:D

맛은 정말 누구나 아는 그 맛의 쌀과자에요!
소포장 되어있어 편리하고
유통기한도 저렇게 넉넉하지만 바삭바삭 너무 맛있어서
얼마 안돼서 금방 다 먹을 것 같아요ㅠ
이 과자를 딱 보면 생각나면 타사의 그 쌀과자보다는
덜 달아서 오히려 전 곰곰 제품이 입맛에 맞네요!

다음에도 재구매할 생각입니다!!!

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
105,맛 만족도 예상보다 맛있어요
106,"단짠고소 쌀과자와 마찬가지로 사무실 간식으로 자주 구입하는 제품이에요.
은은하게 달달하면서 고소해서 인기가 좋네요.
호불호 없고 남녀노소 다 좋아하는 편이에요.
떨어지면 또 주문하고 떨어지면 또 주문하는 제품 중 하나입니다 ㅎㅎ"
107,"단짠 그자체입니다.
시중에 요 쌀과자 비슷한게 많은데 솔직히 곰곰꺼가 더 맛이 진해요.

애초에 쌀과자가 저자극에 애매모호한 시즈닝이긴 하지만,
조금 갈질맛 나곤 해서 아쉬웠어요.

헌데 요건 딱 적당히 단짠이라 아쉬움 없이 먹기딱 좋은거 같아요!

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
108,"곰곰에서 나오는 쌀과자 라인이 전체적으로 부담이없는 맛이네요 ㅎㅎ
단짠의 맛이 적절히 배합되어있어서 계속 먹게되어도 걱정이없네요 ㅋㅋㅋ
작고소듕한 크기라서 가지고다니기에 너무 괜찮은것 같아요!
앞서 말했듯이 자극적이지 않은 맛이라 아침대용으로 가지고다니며 먹기에도 좋을것같구 또 출출할때마다 먹기에 제격인것 같아요 ㅎ.ㅎ
아 그리고 포장지에 손잡이가 있어서 과자봉지가 제법 크지만 어디 가지고 다니기에 너무 편리한것 같아요! 소풍이나 어디 가져가야할때!ㅎㅎ

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
109,맛 만족도 예상보다 맛있어요
110,"사무실 간식으로 자주 구매하는 제품이에요.
짭짤고소해서 어르신들도 좋아하고 젊은분들도 잘 드세요.
가장 유명한 쌀과자와 맛은 거의 비슷한데 가격은 좀 더 저렴해서 좋아요.
로켓배송으로 편하게 받아볼 수 있어서 더 좋네요."
111,"입 심심할 때 간식으로 먹으려고 구입했어요.

단짠단짠한 맛이 약간 부족한 것 같지만, 눈 깜짝할 사이에 몇 봉지를 까먹고 있네요.ㅎㅎ

5살 아들램도 우유와 함께 잘 먹어요.

개인적으로 자극적인 맛을 좋아하여 재구매는 안 할 것 같아요.ㅜㅜ"
112,"집에 까까가 없어서 주문했습니다~

맛있겠지 생각하고 한참 먹을생각으로 구매했는데

용량이 많더라구요 그래도 오래 먹을수 있겠구나 생각했는데

벌써 반도안남았어요 저희 남편이 존맛탱을 외치며 아침마다 한다발씩 들고나갑니다^^

과자 맛없으면 먹다가 마는사람인데 너무 맛있어하니 다행이네요

가격도 저렴하고 맛도있으니 다음에 다먹으면 다시 또 재주문할게요!

그 다음이 아마 내일모레일듯"
113,"회사에서 아침시간에 그렇게 배가 고프더라구요 그래서 간단하게 작은 과자들을 사다놓고 먹는 편인데요!
평소에 쌀과자를 좋아하는데 곰곰 단짠 쌀과자 진짜 대박이에여,,, 나도 모르게 계속 먹게되는 중독되는 맛 아시죠 ㅠㅠ
말 그대로 진짜 단짠 이라서 계속 들어가더라구요 ㅋㅋㅋㅋ제가 평소에 과자를 진짜 좋아해서 이것저것 많이 사다놓고 먹는데 제 최애과자가 될 것 같습니당,,,!!!!!

두개씩 들어가 있어서 양도 너무 부담스럽지 않고 일단 하나씩 까먹으면 진짜 적어도 3개는 먹게되는 맛이에요 ㅋㅋㅋㅋㅋㅋ

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
114,"곰곰 고소쌀과자랑 단짠쌀과자 둘 다 먹어봤는데 둘 다 가격대비 너무 만족스러웠어요ㅠㅠ 가격도 저렴한데 양은 진짜 많고 맛은 또 맛대로 좋고 근래에 산 것 중에 제일 만족스러워요:))
단짠쌀과자는 겉에 시즈닝이 있어서 더 고소하면서 진짜 말 그대로 단짠을 제대로 느낄 수 있는 것 같아요! 과자도 바삭바삭해서 식감도 좋고 또 쌀로 만든 과자라 다른 과자 먹는 것 보다 더 건강한 느낌이 들어요!!
공부하다가 배고플 때 먹기에 좋을 것 같아요 아니면 간식이나~~! 맛있어서 너무 만족스럽습니당

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
115,"맛 있어요
적은 양 배송해 주셔서 감사해요
가격 저렴해요"
116,곰곰쌀과자ㅋㅋ굳굳이것도서아느님추천과자입다ㅋㅋㅋ
117,"유통기한도 2021년 5월까지 충분하게 먹을있어서 좋고
양도 푸짐해서 좋고 거기다가 가격까지 착해서 좋고
간식으로 최고인듯해요~^^
쿠팡 많이 번창하세요~♡"
118,"가격이 많이 싸네요..
국산은 아니라서...ㅎㅎ"
119,맛 만족도 예상보다 맛있어요
120,"유통기한 2021.04.01

지난주에 사서 순식간에 해치우고 한봉지 더 구입했어요!
남편이랑 티비보면서 하나씩 먹기 시작했더니 금새 없어지네요;;
가격대비 양도 많고 맛도 좋아요!"
121,"구매이유 : 이번에 집에 홈PC방을 만들려고 먹을것 과자 이것저것을 보다가 구매했습니다


_맛: 굉장히 미니한 사이즈로 약간의 군것질을 도와주는 과자 입니다
과자는 작지만 맛이 있어서 만족스럽습니다

_배송: 배송은 로켓배송으로 18시간도 걸리지않았습니다!


장점

작은사이즈로 숨겨놓거나 보관하기 좋습니다

쌀로 된 과자가 입맛에 딱 좋습니다

단점

약이 적어서 순삭됩니다

더이상은 없습니다!

가격대비 정말 맛있는 과자입니다

잠깐의 허기를 달래거나 군것질하고싶을때에는 강추드립니다

맛있는 과자 잘먹겠습니다"
122,맛 만족도 예상보다 맛있어요
123,"ㅋㅋㅋ이 중독성있는 이 맛...
끊을수 없이 하나만 먹는다는게 몇개를 까먹었는지...

단짠이 위에 묻어있는 가루가 많지는 않은데,
단짠단짜하면서 바삭바삭 너무 맛있어요!

아는맛이 무서운맛이라고...
대용량이라 끝날때까지 끝난게 아닐거같네요ㅋㅋㅋㅋ

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
124,"넘 맛있어요! 너무 달면 맛없는데 적당한 달콤함과 고소함이 너무너무 좋아요! 이와 비슷한 유명한 과자 자주 사먹엇는데 이제 이걸로 계속 사먹어야겠어요~~바삭바삭하고 가족들과 저녁먹고 계속계속 까먹었습니다!

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
125,시중에 파는 쌀과자보다 훨씬 맛있네요 달콤 짭쪼롬 합니다. 2봉지 시켜봤는데 너무 맛있어서 3봉지 더 시켜서 주변 지인들과 잘 나눠먹고 있습니다.
126,맛 만족도 괜찮아요
127,"단짠 고소네요~^^
그런데 사실 저렴한지는 모르겠어요~;;"
128,기성 쌀과자랑 차이가 점 있어오 덜달아여 그래서 나쁘지 않아요
129,"너무 맛있고 중독성있어요 ㅠㅠ
이거 뜯으면 저희집 강아지도 한입만 달라고 옆에와요

생각보다 양이 많아서 한참 먹겠구나 생각했는데
제가 저를 간과했네요

한번에 먹을때 절대 한개만 먹을수 있는맛이 아닙니다
정말 맛있어요 ㅋㅋ

그래서 다이어트도 망하고 산지 얼마 안됐는데
벌써 4봉지밖에 안남아서 다시 재구매하러갑니다"
130,맛 만족도 괜찮아요
131,비교적 딱딱한 편임 짠맛이 고루고루 안 묻어 있는게 쫌 많음 맛은 괜찮음
132,맛 만족도 예상보다 맛있어요
133,"말그대로 고소단짠 이네요~
가격면이나 맛이나 다 좋네요~
심심풀이 간식으로 좋아요~
시중 제품과 거의 같다고 봅니다. 양도 비슷합니다."
134,맛 만족도 예상보다 맛있어요
135,"진짜 대충격

양 완전 많고...진짜 양이 많아서 하루종일 먹어도 다 못먹을 거 같아요

물론 쌀과자니만큼 고소하고 바삭바삭한 맛은 보장돼 있고, 먹을때 굉장히 흐뭇해졌네요 ㅋㅋㅋㅋㅋㅋ양이 되게 많아서 이사람 저사람 나눠주면서 먹고 있는데 다른 사람들도 다 맛있다고 그러네요

근데 어떤 분은 ‘너무 짜다’ 이러시던데 저같은 경우에는 짜기보다는 그냥 살짝 짭쪼롬하면서 바삭 고소하다는 느낌만 받았네요.

영화보면서 쌓아다 놓고 주말동안 다 먹을 예정입니다 바삭바삭하게!!

한봉지에 두개씩 들어있어요
부스러기가 다른 과자에 비해서 덜 떨어지는 느낌! 깔끔하게 먹을 수 있어서 아마 아이들 있는 집에서도 먹기 좋을 거 같네요

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
136,"역시 한국인은 단짠단짠인 것 같아요ㅋㅋㅋㅋㅋㅋ
아이스 아메리카노랑 먹으면 아주 찰떡궁합입니다...
강력 추천할게요 ㅜㅜㅜ 꼭 아아랑 드시길 바라요...
달달~하면서 짭짤~하기도 한 것이 계속 들어가용
부모님도 엄청 좋아하세용ㅎㅎㅎ
아직 아가인 조카랑 같이 못먹는게 너무 아쉽네요!
이 맛을 느껴도 될 때 나눠 먹도록 할게요^_^!
다른 맛도 있던데 그것도 먹어보고싶네용!
티비보면서 게임하면서 먹으니까 저도 모르게
한 봉지 다 먹을뻔 했어요... 질리지도 않는 단짠...굿b

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
137,1명에게 도움 됨
138,"후기보고 샀는데 정말맛있어요

기대이상입니다

쿠팡곰곰은 다 괜찮은것같습니다

다먹으면 단짠고소를 사보렵니다"
139,맛 만족도 예상보다 맛있어요
140,"곰곰 쌀과자 첫입은 살짝 짭쪼름한데
고소고소하고 느끼하지 않아요

어떤 쌀과자는 엄청 짜고 느끼한게 있는데

곰곰쌀과자 넘 맛나네요"
141,"고소하고 그래도 쌀과자라하니
애들 주전부리로 자주 삽니다
바삭,꼬소,달콤,짭짤
다 가졌어요"
142,맛 만족도 예상보다 맛있어요
143,"가성비갑입니다 단짠고소해서 자꾸 본이 가네요ㅎ
유명 쌀과자와 비교해도 맛도 거의 같구요
앞으로 쭈욱 재구매하려구요ㅎ"
144,1명에게 도움 됨
145,"크라운꺼보다 제 입맛에는 조금 짠느낌입니다.
그래도 쌀과자를 좋아하는지라 맛있게 먹고있습니다.
쌀과자는 이전 크라운꺼도 그랬지만 오래두면 눅눅해져요.
곰곰이 조금 더 빨리 눅눅해진 느낌. 참조하세요."
