,information
18,"# 20년 04월 18일 새벽에 주문 / 20년 04월 18일 오후에 도착
# 300g (6.7g × 45봉) / 단짠 고소한 맛
# 유통기한 20년 10월 16일까지


제가 선과를 좋아하는데 아이 간식 검색하다가 곰곰에서 나온 쌀과자를 발견하고 당일 도착이란 단어를 보자마자 의식의 흐름대로 주문했어요 ㅎㅎ

박스에 담겨왔는데 과자가 부서진거 없이 잘 왔고 배송도 당일 배송 받아서 너무 좋았어요 ㅜㅜ 유통기한이 6갤 정도 남았구요. 45개나 들어있는지 몰랐는데 45개나 되기에 받자마자 먹었어요.
기존에 선과로 유명한 제품보다 그램수 대비 가격이 너무 착해서 주문한건데 앉은 자리에서 두세개 홀랑 먹었어요 ㅎㅎ

단짠 고소라더니 진짜 살짝 짭짤하고 고소한데 단맛은 모르겠지만 물가가 전체적으로 비싸졌는데 곰곰 브랜드 너무 좋아요♡
재구매 의사 있어요!!"
19,마트에서 우연히 사먹고 꽂혀서 찾는데 생각보다 비싸길래 포기하던 참에 쿠팡제품이 보임!!! 리뷰도 괜찮았음! 오히려 더 맛있는것 같다고 하구~~~ 바로 구매해서 큰 한봉지 뚝딱함 두고두고 먹다가 또 구매하러 올꺼임!!! 넘 맛있어여ㅠㅠ 마성의 쌀과자
20,"3390원

300g (1477 kcal)

6.7g × 45 봉지

봉지당 32.6 kcal (6.7g)

유통기한: 2021년 1월 16일
주문: 4월 11일
배송: 4월 12일


========================================


크라운 침쌀 선과랑 비교했을 때 이 제품이 제 입맛엔 맛이 조금 떨어져요. 시즈닝이 좀 약한 느낌?

이 제품에 비해 크라운 제품이 좀 더 단짠 고소한 것 같아요.

2프로 부족한 향미증진제의 맛이 아쉬워요. (좀 더 자극적이어도 되는데...)

그래도 빠삭빠삭하고 맛있어서 앉은자리에서 5봉지는 우습네요.

체중조절 해야하는데... 원래 과자 잘 안 사먹는데 요즘 그놈의 ㅁ....후....

아..아무튼.. 맛있어서 재구매는 할건데 크라운 제품으로 재구매 하려구요.

(곰곰 미안...)"
21,"일하면서 먹을 간식거리를 찾다가
불현듯 떠올라서 검색하고 구매했습니다.
최근 로켓배송의 장점에 꽂혀서
쿠팡에서 구매량을 늘리는 편인데,
검색하다 눈에 띄어서 선택했어요.

쌀과자의 매력은
정말 단짠의 조합이 절묘하게 잘 되어있다는 점 같아요.
뭘 어떻게 밸런스 맞춰서 넣었는지는 모르겠으나,
먹어도 먹어도 끝도 없이 들어간다는 점에서 참...
신기하고 오묘합니다 ㅎㅎ

45개입으로 되어있는데,
오자마자 뜯어서 몇 개 먹은 다음에 생각이 나서
정확히 개수를 세어보지는 못했습니다 ㅎ

과자 자체의 내구성이 그리 약하지 않아
쉽게 부서져서 가루가 되지 않는 점도 좋고,
특유의 절묘한 단짠의 조화,
훌륭한 가성비 등등
전반적으로 잘 구매했다는 생각이 들었습니다.
쌀과자 좋아하시는 분들이라면 추천해도 괜찮지 싶네요.

유통기한은 21년 4월까지로 충분합니다.
순삭도 가능한 판에, 이 정도 기간이면 뭐... 남아돌지요 ㅎ

전반적으로 만족스럽네요."
22,맛 만족도 괜찮아요
23,쌀과자 좋아해서 구매해봤어요. 곰곰 브랜드 상품들이 괜찮아서 구매해봤는데 기대했던 맛과는 좀 다르네요. 타 회사에 비해 단맛이 적고 고소한맛보다 짠맛이 좀 나요. 달면서 짭짤한 맛이 나요. 설탕 코팅도 덜해보이네요. 맛은 괜찮지만 재구매는 안할것 같아요.
24,"저번에 사먹고 자꾸 짭짤하면서 고소한 그맛이 생각나길래 재구매 했어요!

깨지지 않게 큰 박스에 포장돼 와서 부셔진게 하나도 없네요ㅎㅎ

곰곰꺼 말구 제일 유명한 다른 선과랑 비교해 보면 요게 덜 짜고 더 고소한거 같아요. 씹는 식감도 제 입에는 곰곰께 더 잘 맞는듯ㅎㅎ

6살 딸이 쌀과자를 입에도 안대는데 이건 맛있다고 두세봉지씩 뜯어 먹어요. 두개씩 소포장이라 출출하거나 입이 심심할때 하나씩 뜯어먹기 딱이에요!"
25,"코로나로 아이들이 집에 있는 시간이 많아서
간식도 많이 챙겨줘야하고
쌀과자 좋아해서
구매 했어요


우선 배송 빠르고
박스에 들어가서
부서지지 않고
잘 배송 와서 너무 좋아요

짭쪼름한게 너무 맛있어요
배송 빠르고
소포장으로 되어 있어서
외출할때 챙겨 나가기 좋고
집에서 간식으로도 접시에 올려 놓으면
왔다 갔다 하면서
먹기 좋아요
바삭하고
먹기 너무 좋아요!!!
가격도 착하고 최고"
26,"⭐️꼬소-한 쌀과자라고 말하고싶어요! 과자중에 가장 고소한듯... 쌀과자하면 고소함이 정말 중요한데, 이름 그대로 달콤 고소! 하네요!

⭐️맛 : 진짜 바삭함의 끝판왕인듯... 조용한 사무실에서는 먹기 힘든정도로 바삭합니다ㅋㅋㅋㅋ 먹다가 주목대상이 될 수 있어요..! 금방 눅눅해지지도 않고 맛도 너무 맛있는데 소리까지 정말 맛있.....!!!
많이 달지 않고 고소한 맛을 더 느끼고 싶으시다면 정말 추천드립니다!!! 후회안하실거에요!!!

⭐️양 : 47봉지나 들어있고 크기도 커서 오랫동안 먹을 수 있을거같아요 ! 물론 저는 쌀과자를 너무 좋아해서 금방 동날거같지만요.....ㅋㅋㅋ일반적으로 한두개 정도 먹는다면 한달은 충분히 먹겠네요!!

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
27,"확실히 가을이 온거 맞음 식욕이 폭발함 ㅋ 다욧땜에 양심상 칼로리 낮은 쌀과자 선택!!
매번 크라운꺼 인지 시중에 나온거 먹다가 곰곰꺼 후기가 좋아 시켜봤는데 맛은 시중꺼랑 비슷해요 전 선과가 입에 맞더라구요 역시ㅡ단짠!!
총 개수는 45개 (세어봄 ㅋ)
가성비 좋고 맛있어서 쭉쭉 들어가요~^^"
28,"⭐️제가 집에 쌀과자가 항상 구비 되야하는 덕후라... 정말 이것저것 다 먹어봤거든요. 유명한 쌀과자 다먹어봤는데 요 단짠시리즈가 제 맘속 1등이 되었답니다-!

⭐️맛 : 단짠 말그대로 달고 짜요. 시중에 과자들처럼 짠맛이 강하지않고, 적당히 달면서 짜서 물리는 맛도 없고 ㅋㅋㅋㅋㅋ 그래서 그런지 하나 뜯어먹으면 연속 3개 그냥 먹어요.... 절제가 안되는 맛이랄까

⭐️양 : 45봉지가 낱개포장되어있어요. 한두달은 충분히 먹을거같아요! 워낙 많이 먹어서... 또 금방 동날거같지만...! 이정도면 양도 많고 유통기한도 넉넉해서 충분한거같아요. 쌀과자 덕후는 행복합니다

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
29,맛 만족도 예상보다 맛있어요
30,"[내 돈 주고 산 솔직한 후기]

아이들이 안심하고 먹을 수 있는 쌀과자를
정말 저렴한 가격에 살 수 있어서 정말 마음에 드네요.

단짠단짠이여서 아이들 뿐만 아니라
어른들의 맥주안주에도 정말 최고인 것 같네요.

후기 쓰다가 정말 많이 먹었어요.
그정도로 질리지 않고 맛있게 먹을 수 있고
소포장으로 되어있어서 아이들 가방에 넣어주면
좋을 것 같네요.

착한 가격에 착한 양이여서
다음에도 또 구입하고 싶어요."
31,"누구나 다 알고 익숙한 그맛이라니 ㅋㅋㅋ 표현이 엄청 적절합니다.
제가 아는 그맛이에요 딱 씹으면 바삭하면서 오독오독한 식감에 달달한 설탕가루? 같은게 느껴지고 오래 씹을수록 쌀과자 본연의 고소함이 올라오는 맛이에요. 쌀과자 자체가 조금 짭쪼롭?한 느낌이 있어요. 놀라지마세요! ㅋㅋㅋㅋㅋ 저문구도 너무 와 닿아요. 개수 안정해두고 옆에두면 한두개 야금야금 먹다가 산처럼 쌓인 빈봉지를 마주하는 순간... 아...너무 먹었다 라는 생각이 뇌리를 스치네요ㅋㅋㅋㅋ
개별포장 되있어서 들고 다니기도 편하고 나눠먹기도 좋고 간식으로 딱이에요. 강력 추천합니다.

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
32,"누구나 다 알고 익숙한 그맛이라니 ㅋㅋㅋ 표현이 엄청 적절합니다.
제가 아는 그맛이에요 딱 씹으면 바삭하면서 오독오독한 식감에 짭조롬한 간장 베이스 가루? 같은게 느껴지고 오래 씹을수록 쌀과자 본연의 고소함이 올라오는 맛이에요. 놀라지마세요! ㅋㅋㅋㅋㅋ 저문구도 너무 와 닿아요. 개수 안정해두고 옆에두면 한두개 야금야금 먹다가 산처럼 쌓인 빈봉지를 마주하는 순간... 아...너무 먹었다 라는 생각이 뇌리를 스치네요ㅋㅋㅋㅋ
개별포장 되있어서 들고 다니기도 편하고 나눠먹기도 좋고 간식으로 딱이에요. 강력 추천합니다.

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
33,맛 만족도 예상보다 맛있어요
34,"[내 돈 주고 산 솔직한 후기]

아이들에게 자극적인 맛이 아니라 쌀로 만들어져서
더욱 안심하고 먹을 수 있네요.

코로나로 아이들의 간식을 챙겨줘야 할 때가 많은데
더더욱 도움을 받을 수 있어서 좋은 것 같아요.

달콤한 시즈닝이 적절하게 붙어있어서
달콤한 맛이많이 나는 것 같아요.

정말 만족입니다.
다들 맛있는 간식 드세요 ! 매우 추천추천"
35,"이런..다이어트 실패입니다
너무 바삭하고 물리지 않고 맛있어요.
끊임없이 들어가네요

게다가 이가격 실화인가요?
무려 45봉이 들어있어요
애들 간식이나 시골에 계신 할머니 보내드려도 너무 좋아 하실것 같아요
실제로 받아보시면 정말 커서 놀라실꺼에요!
크기만하고 맛없는것도 많은데 이건 맛도 진짜 깜짝놀라게
맛있어요~~배고픈 4-5시의 사무실에도 강추!!

남편이 지나간 자리에 수북히 쌓인 봉지를 보고 넘웃겨서 또올립니다ㅋㅋㅋ"
36,"♤평소 크라운 참쌀과자를 즐겨먹는데,
쿠팡에서 크라운참쌀과자-> 115g에 2,210원에 판매하더군요ㅎ
20개들어있어 2-3일이면 다 먹어서
저렴하게 오래 먹을수있는 제품을 찾다가
곰곰 쌀과자 발견했네요ㅎ 300g 4,340원으로 상대적으로 저렴해
고민없이 구매했네용♡

♤먹어보니,
크라운 과자를 다 먹어서 사진을 못찍었는데,
아쉬운대로 껍질을 비교해보니
낱개 1개당 곰곰은 6.7g(32.6kcal)
크라운은 5.75g (25kcal)입니다ㅎㅎ
곰곰 1봉지당 칼로리가 32.6kcal로 살짝높은데, 양이 많아(45봉지) 좋아요ㅎ

☆맛은, 개인적으로 크라운이 좀더 진하다고 느껴져요.
크라운은 단맛보다 살짝 짭쪼름하고 간이 잘베어있고
곰곰은 단맛이 좀더 잘느껴지고, 간이 좀 약해요ㅎ

곰곰 맛이 약한데, 중량이 조금더 나가는거 보면,
겉에 양념보다 바삭한 과자부분이 더 많이 씹힌다는걸
알수있어요ㅎ

♤그래도 이 가격이면 한번더 사먹을만해요ㅎ"
37,맛 만족도 괜찮아요
38,"나도알고너도알고 모두가 아는 그 쌀과자 맛입니다.
단짠단짠하면서 고소한 맛이에요~
맥주 한잔 하면서 안주로 하나씩 하나씩 까먹었는데 금방 먹어버려서 자제했습니다..ㅋㅋ
바삭바삭해서 식감이 좋구요 부모님도 좋아하시고 다같이 먹기 좋아요~
하나씩 개별 포장되어있어서 회사같은곳 들고 갈때는 좋은데, 집에서 먹기에는 쓰레기가 좀 많이 나오네요ㅠ0ㅠ..그게 좀 아쉽습니다.

하지만 가성비 좋은 과자로 추천드립니다.(맥주안주로 강추드려요..)

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
39,"학원에서 몇 개 먹은 적 있었는데 맛있더라고요
올해 추석 어디 안 가니 미리 구매했어요 ㅋㅋ 맛있게 먹을게요"
40,"이름처럼 달콤 + 고소한 맛입니다.

이런 류의 과자를 좋아하는데,
개인적으로 느끼기에는 조금 심심한 맛이에요
조금 더 달거나 고소한 맛이 강했다면
제 입맛에는 더 잘 맞았을 것 같아요~

너무 딱딱하지는 않으면서
적당히 바삭바삭합니다.

덜 자극적인 맛을 추구하거나 어린 친구들이 먹기에는
부담없이 좋을 것 같아요!!

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
41,맛 만족도 예상보다 맛있어요
42,"*유통기한 2021년 4월 1일

*갑자기 쌀과자가 먹고싶어 타사 쌀과자 검색 중에 곰곰 쌀과자가 보여 주문해봤어요 가격도 저렴한데 모양도 비슷해보여서요

*역시나 새벽배송 빠르고요 박스에 넣어져 와서 부서진것도 없이 잘 도착했어요

*맛은 유명 타사 쌀과자 맛이랑 같은거 같아요 짭잘하고 고소하고!
하나까서 먹기 시작하면 멈출 수가 없네요 받자마자 열개 클리어...
달콤한맛도 사야겠어요"
43,"후기기 좋아서 구매했어요

아이들 과자를 잘 안사주는 편인데
한번씩 쌀과자는 집에 구비해두고 먹게 해요
어떤 쌀과자는 흰색 설탕같은게 많이 묻어서 넘 달고
어떤 건 넘 짜서 제가 먹기에도 짜니 아이들 줄때마다
신경이 쓰이더라구요

근데 이건 많이 달지도 않고 많이 짜지도 않아서 좋았어요
물론 제 개인적으론 이것보다도 좀 덜 짜게 만들었음 하는 마음이에요
짠맛이 좀 있어야 중독성이 생기니 그리 만드는 거겠죠 ㅎㅎ

어쨌든 마트에서 사먹는 쌀과자보단 괜찮았어요
앞으로 쌀과자를 사게 된다면
이걸로 또 사게 될것 같아요~!"
44,맛 만족도 예상보다 맛있어요
45,"크 맛잇어요!!! 우리가 흔하게 알고잇는 쌀과자 딱그맛이에용 ㅋㅋㅋㅋ
고소하면서도 많이 달지는 읺아서 입심심할때 하나씩 먹으면 딱인거 같아여!
넘 곰방먹을꺼같아여 다행히도 용량이 많아서 넘 좋은거같아요!굿둣
잘먹을게여

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
46,"곰곰 단짠 고소 쌀과자 후기임니댜♡

이런 쌀과자를 좋아해서 평소에도 자주 먹는데
곰곰제품이 나와서 기대하고 먹었어요!!

시중에서 판매하는 타사제품이랑 비교해봤을때
곰곰제품이 덜 자극적인맛? 입니댜
그래서 더 많이 먹게 되더라구요...?

적당히 고소한 단짠 쌀과자입니당
저에게는 덜 자극적인 맛이어서 더 좋았어요!
먹다보면 끝에 마요네즈같은 고소함도 느껴지더라구요bb

2개 들어있고 부피가 작아서
조금씩 챙겨다닐수 있어서 좋은 거 같아요^^
이런제품들 더 많이나오면 좋겠어요~!

유통기한도 2020년 10월까지로
충분히 넉넉하고 포장도 잘 되어있어서
오늘도 곰곰제품 대만족입니다♡

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
47,"곰곰 달콤한 쌀과자 후기입니당♡

달콤한 쌀과자를 좋아해서 자주먹는편인데
곰곰제품이 나왔네요!!!?

곰곰제품은 거의 좋았어서 이번에도 믿고 먹어봤습니당
시중에서 파는 다른제품이랑 똑같이 생겼어용
2개 들어있었구 다른제품보다는 덜 달더라구여
저는 이게 더 좋았어요ㅠㅠbb

너무달면 질리기도하고 입이 너무 달아서 좀 그랬는데
곰곰 달콤쌀과자는 적당히달고 고소해서
질리지않는느낌이에요!
계속계속 먹었어요...맛있습니댜......

양도 많고 유통기한은 2020년 10월까지로
충분히 여유있습니다~!

앞으로 달콤한 쌀과자는 곰곰입니당♡

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
48,"쿠팡의 과대포장이란~ ㅋㅋㅋㅋ 이삿짐 포장인줄 알았어요!!!
저 과자 하나 샀는데!!!! 하.... 아무튼 과대포장 하는건 쿠팡 인정합니다~ 암튼.. 그건 그렇고.. 맛은 크×운 선과(?) 맞나요? 초록색의 포장지 그 과자랑 맛이 거의 똑같은데요?! 일부러 비교하려구 크×운 그 과자도 샀는데... 그건 안왔어요.. 그건 제발 이삿짐 박스만한 크기에 안담겨 오길 ㅠㅠ 정신줄 놓고 먹으면 그냥 순삭이죠~ 짭조름한 간장 맛이 입맛을 살살 자극해서 나도 모르게 정줄 놓고 먹게되는... 악마의... 과자에요~ ㅋㅋ 저도 좋아하는데.. 아직 어린 제 아들이 이 과자를 유난히 좋아해요 ㅋㅋ 영감님같은(?) 입맛이라 그런거 같아요 ㅋㅋ 아무튼 가격도 착하고 맛도 크×운하고 비교해도 떨어지지 않아서 다음엔 이걸로 주문하고 싶은데... 정말 포장이... 진짜!!!! 맛은 좋아요~!!

---‐-----------------------------------------------
오늘 크×운 선과가 와서 비교해 봤는데 ㅋㅋ 크×운 선과가 더 짭쪼롬하고 간장맛이 더 진해요~!! 곰곰은 좀 더 순~~~한 맛이네요 ㅎㅎ 똑같다고 생각했는데 ㅠㅠ 아니에요~~ 저는 둘다 맛있지만..
곰곰 과자가 더 입에 맞아요~ 이 과자를 애정하는 둘째 아들도 곰곰께 더 좋대요~ 짜지 않아서 입에 맞는다나요?! ㅎㅎㅎ 역시... 영감님... ;; ㅎㅎㅎ 입맛에 맞게 취향에 맞게 선택하셔서 맛있게 드시면 좋으실거 같아요~"
49,"매번 곰곰 단짠고소 쌀과자를 사먹엇는데 이번껀 좀 실망스러워요ㅠ 이번꺼까지 3?4?번 싸먹었네요. 양념이 덜 묻혀있는 느낌이 확 드네요..
매번 양념이 많아서 단짠이 확 느껴졌는데 이번에는 과자 튀긴 맛이 먼저 느껴져요ㅠㅠ 몇개 들춰보니 어떤걸 중간 정도 시즈닝이 묻혀있지만 약하게 묻혀있는게 대부분이네요.."
50,"ㅡ

가격 대비 양이 정말 많아요!
가격은 5990원에 구매했어요.
아이도, 어른도 손이 멈추질 않습니다.
맛도 고소하고, 적당히 달고 좋고요.

단, 몇몇 과자에서
설탕이 위에만 살짝 묻어있는 것을 발견하게 되네요.
한 3-5개 뜯으면 그 중에 하나 정도 그래요.
반 봉지 정도 먹었는데, 벌써 꽤 여러개 찾았네요.

착한 가격이라 별 마음 상하지 않고 먹고 있으나
그래도 고루고루 잘 묻혀진 정상 제품이 오면 좋겠어요. ^^

유통기한이 10월까지로 넉넉한 편이네요.
일주일 내에 다 먹을듯한. ㅎㅎ

ㅡ"
51,"맛남

중독성....

쌀밥 대신 쌀과자 먹음......

사람을 미치게 만드는 맛

후기남김 쌀과자 더 주남...."
52,"봉지도 엄청 많이 들어있고,
한봉지당 2개씩 과자가 들어있는데..

이틀만에 반이상 순삭 실화입니까....?

엄청 고소하고 맛있네요
옛날에 자주 먹던 쌀과자 맛이에요
타사 제품보다 더 고소한 풍미가 강한듯..?
아빠도 맛있다고 입 심심하실때마다 계속 드시네요ㅎㅎ

이런건 과자가 쉽게 부서지면 먹는 맛이 안나는데
그러지도 않고요오~

개별포장되서 그런가.. 계속 먹게되네요~~

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다."
53,맛 만족도 예상보다 맛있어요
54,"✔구매이유

딸아이 어린이집 오후간식으로 보내구이써여 정기배송으로 받아보고이씀미당


✔장점

크기도 딱좋고 그렇게 달지도 짜지도않으면서 마시써요ㅋㅋ
딸아이랑 동갑내기조카둥이랑 아주잘먹음!


✔4살 딸랑구랑(35개월) 조카둥이랑(36개월) 얼집같이다니는데 종일반이다보니 오후5시쯤 간식먹어여ㅋㅋ
그래서 두개씩매일보내고이써요 신랑이 자꾸 한두개씩 꺼내먹어서 모자람ㅜ.ㅜ 다른간식들도 잇기에 쟁여두지않구 한달에 한봉투씩 정기배송으로 받아보고이씀당"
55,"설병도 맛있지만 고소한 거 좋아하는 저한테는 단짠고소 이게 찐이에요 ㅠㅠ

진짜진짜 존맛탱 솔직히 한 번에 10개씩도 다 먹을 수 있지만 먹을때마다 참고 있어옄ㅋㅋㅋㅋ

이름대로 단짠 그자체고 빠삭하면서도 고소하고 넘 맛있네요 ㅎㅎ

완전 중독되는 맛이고 의식적으로 자제 하지 않으면 앉은자리에서 45봉 다 깔 것 같은

새우깡보다 더한 템이에요

개인적인 입맛에는 안 자극적이고 딱 적당한 시즈닝이라 크*운에서 나오는 것 보다 더 맛있었어요

다 먹고 나면 또 주문할거에요 많이 팔시길 ㅠㅠ


아쉬운 점이 있었다면

배송이 약간... 과자 자체는 부서진 거 없이 잘 도착했는데 ㅎㅎ

겉의 박스는 재활용도 안될 것 같이 다 부숴져서 왔더라구요 ㅠ

이 점 말고는 가격도 착하고 맛도 좋고 모든면에서 만족했습니다 ㅎㅎ"
56,유튜브 박서*TV 영상에서 이 과자 추천해줘서 바로 구매했어요. 근데 너무 기대를 했는지 저는 그저 그랬어요.
57,맛 만족도 예상보다 맛있어요
58,"2020년 10월 12일에 주문했는데
유통기한이 2021년 5월 19일까지로 아주 넉넉해요.

2개씩 낱개포장으로 되어있어서 사무실 간식으로 비치하기 좋아요.
맛은 달달하면서 고소하고 엄청 바삭바삭해서 대부분 다 좋아하세요.
쌀과자이면서 맛있어서 어른분들도 잘 드십니다.

자주 재구매하게 되네요 ㅎㅎ"
59,맛 만족도 예상보다 맛있어요
60,"17개월, 6살 아이들이 사이좋게 잘 나누어 먹는 과자입니다.

우리 잘 아는 참쌀선병? 그 과자와 맛이 또옥같아요.

앉은 자리에서 기본으로 두세개씩은 먹기 때문에

그냥 저렴한 걸로 사보았는데 두 녀석 다 엄청나게 잘 먹네요!"
61,맛 만족도 괜찮아요
