,information
10,"아이 간식용으로 구매했어요~
마트에서 파는거보다 소량씩 포장되어
있어서 먹다 남길일이 없어서 좋네요~

먹다남기면 눅눅해져서 먹기 싫어하는데
요건 딱 한번에 먹을양만큼 들어있어서
괜찮은거 같아요~

잘먹을께요~~"
11,"고래밥 재주문 했어요~
평소 고래밥의 양념 맛을 좋아해서 뭔가 짭짤한 먹을거리 생각나면 주문해요.

아이와 하루종일 집에 있으니 저도 아이도 간식이 계속 필요하기도 하고
과자 가격이 마트에서 그냥 사면 은근 비싸고
양이 많으면 남겨야 하는데 다 먹게 되고
그래서 쿠팡에서 고래밥 주문해 봤었는데
용량이 미니미니 해서 입이 심심할 때 가볍게 1봉 먹기 좋았어요.
양이 적은데 2봉은 잘 안먹게 되더라고요..
또 다른 맛으로 채우긴 하지만^^;;

가격도 괜찮고 생각날 때 1봉씩 꺼내먹기 좋게 낱개 포장으로 되어 있고
고래밥 특유의 양념 맛이 고소&짭짤하니 맛있어요~"
12,맛 만족도 괜찮아요
13,"아이들에게 추억의 과자죠 꼬맹이일때부터
물고기라고 장난치며 고사리 손가락으로
한개 한개 집어 오물거리던 입모양이 떠오르네요
지금은 숟가락으로 푹~~~

종이상자에 들어 있는건줄 알았는데 미니봉지
에 들어있네요 요즘 과자들이 미니미니한게
유아들 먹기 좋게 됬네요 고소하고 짭짤한
물고기들과 아사삭 바삭함이 맛있습니다

아들이 한개 두개 세개를 먹곤 스톱하는걸 보니
우리 아들은 대식가인가봅니다 ㅎㅎ 그래도
남아서 눅눅해지는 커어다란 봉지의 과자보다는
심심풀이로 먹기 딱 좋은거같아요

요즘 종류도 너무 많고 맛도 상상안가는
과자들도 많이 있지요 그걸 다 모험으로 사 먹지
않고 어른들은 이상하게 먹던걸 먹더라구요
남편은 가끔 짱구를 찾고
딸은 라면을 부셔먹고
아들은 아직도 빼빼로를 먹고 있으며
저는 오징어땅콩을 생각하지요 ㅎㅎ
우리집 과자선택은 발전이 없어요 ㅋㅋ"
14,"심심할때 먹으려고 구매했어요.
""재미로 먹고 맛으로 먹는 오리온 고래밥~""
노래가 생각나네요.

옛날에 먹던 고래밥 맛도 생각나고
고소하면서 짭잘한 맛이 생각날때 먹으려구요~


☆☆☆☆☆ 오리온 고래밥 시식 후기 ☆☆☆☆☆

♤ 볶음 양념맛이라 알던 그맛이에요.
6겹의 반죽을 오븐에 구워서 그런지 더 바삭해 진것
같아요.
울 신랑이 몇개 먹어보더니 옛날보다 더 맛있어 진것
같다고 과자를 안먹는 사람인데 갖다 먹네요.

♤ 미니 포장지로 10봉지가 들어있어요.
한봉지에 20g 이라서 한번 뜯어 먹기 편해요.
큰포장지가 아니라 미니 사이즈라서 더 좋아요.

♤ 9가지 해양 동물모양을 골라 먹는 재미가 있어요.
라두, 스타피, 요리보고, 메탈부기, 징가징가,
여보게, 피시따, 샤크진, 문어크
이름도 너무 귀엽네요~~

♤ 유통기한은 6개월인데 최근 상품으로 보내주셨어요.

♤ 부서진것 없이 박스에 넣어서 잘 배송됐어요."
15,맛 만족도 예상보다 맛있어요
16,"6살 아이가 고래밥을좋아하는데 한봉지 다 먹기엔 부담스러웠는데 ㅎㅎ
요즘은 대용럄으로만 나와서 한번에 한봉지 다 먹기 힘들자나요?
이건 소량으로 한번에 먹기 좋게 포장되어 있어 너무 편하더라고요.

소량이라 주전부리 덜 먹게 되어 일석이조라눈 ㅋ
가격도 저렴하게 사서 만족합니다.

사진보시면 어른 손바닥 크기 봉투에 20그램씩 소량 소분되어 포장되어 있구요.

제조일자는 2020년 1월 8일이구
유통기한은 2020년 7월 7일로 6개월이네요.
유통기한이 짪아서 의외였어요. 보통 1년은 되는 줄 알았는데 다른 괴자도 그런건지...

소포장이라 외출시에 가방에 쏙 넣기 편하고요.
남편 차에도 몇봉지 갖다 두었더니 좋아하네요."
17,"한봉지 20g 의 미니포장이라 한번에 먹어치우기 좋습니다

남은 과자 입구 봉해놨다 , 나중에 눅눅해져서 결국 버리는꼴을 안봐도 됨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

아이들의 최애 간식 ~"
18,"구매동기
바이러스 때문에 집에만 있게되니
간식거리가 금방 없어져서 과자 이것저것
사주려고 검색 하다가 아이가 고래밥을
잘 먹어서 구매하게 됐어요

배송
배송이 빨라요(오늘은 오전에 왔어요)

맛
짭쪼름 달달 볶음 양념맛~

구매후기
비닐에 소포장 되어 있어서 아이 간식용으로
먹이기 간편하고 과자 모양이 여러가지 라서
아이가 먹으면서 별모양.고래모양.오징어 모양
이라고 말하네요ㅋ 과자모양도 깜찍해서 보는맛
먹는맛이 있어요^^
도착해서 두봉지 먹었어요~


재구매
100%"
19,맛 만족도 예상보다 맛있어요
20,"오랜만에 구입해 막내와 조카들까지 맛나게 먹었답니다 명절에 꼬마 손님들이 오면 명절 음식이 아무리 많아도 과자나 음료를 찾기에 미리 준비를 해두었더니 정말 말끔히 봉지가 비워지네요^^ 볶음 양념맛으로 짭조름하고 거북, 고래, 오징어, 상어 등 여러가지 바다 동물 모양이라 놀이를 하면서 더 즐겁게 먹었지 싶네요 한 상자에 10봉씩 소분 포장이 되어 남기지 않고 먹을 수 있고 한봉씩 아이들 가방에 넣어 주기도 '딱' 좋은 미니 사이즈랍니다 완충재 포장으로 파손없이 안전하게 받아 볼 수 있었고 유통기한도 올 7월2일까지로 넉넉하답니다"
21,"오리온 미니고래밥 볶은양념맛
5,050원에 구매했어요.

고래밥 좋아하는 울 둘째님
수시로 찾아요.
요즘처럼 코로나로 집에 있는 시간이 길다보니
과자도 자주 찾네요.

보통 편의점에서 파는 고래밥 사이즈보다
훨씬 작은 봉지들로 채워져 있네요
귀여워요.
한봉지 뜯으면 금방 먹어요.

그래도 맛은 자극적이고 맛있는 그맛.
좋아합니다."
22,맛 만족도 예상보다 맛있어요
23,"아이 먹일 간식으로 구매했어요

큰봉지는 다 먹지도 못하고 대부분 남기는데 요건 미니사이즈라 딱 좋네요ㅎㅎ

어린이집에 저녁 간식으로 보내기도 하고 놀러갈때 챙겨가기도 하고 집에서 먹기도 해요

결론은 그냥 계속 먹는다는..ㅋㅋㅋ

그만큼 아이가 잘 먹어요

간식을 좋아하는 아이기도 하구요^^

한종류만 사면 물리니까 저는 미니사이즈 과자로 여러개 구매했는데 다 성공했어요~~~~~"
24,"2박스 구입가 10,000원
유효기간좋아요
반듯하게 배송되어져왔어요

미니사이즈
사이즈가 작은지 몰랐네요
그냥 대충보고 고래밥이구나 싶어주문했네요

한봉이 유치원애들 먹기좋은 사이즈
어른은 4봉은 까메어야됨^^제기 먹는 기준
보통 날씬하신분들은 두봉
씹는재미 보는 재미도있고 맛있어서 고래밥 좋마해요
짜지도않고 알맞은 볶음양념 맛"
25,"말그대로 미니예요~
작은사이즈라서 한번에 먹기좋고, 아이가남길일이 없어서
좋고, 외출시 하나씩 챙겨도 부담 없어요.
단지, 유통기한이 많이 짧은건 아니지만, 좀 짧게 느껴져요."
26,맛 만족도 예상보다 맛있어요
27,"엄마야~~ 뭐 이렇게 귀여운 과자가 다 있데요 ㅋㅋ
매일 큰 봉지로 먹다가 요런 낱개로 된 귀요미 포장 보니 새롭네요 빼빼로 데이에 아이들반 친구들 과자 간식 보내주려고 샀는데 한 봉지 뜯어 보니 생각보다 양도 많네요?? 저처럼 아이들 간식 보낼 때 이런 구성 좋은거 같고 그냥 집에 두고 심심할 때 한봉씩 먹어도 좋을 것 같아요 맛도 똑같아요
^^"
28,"소분 되어 있어서 정말 만족 !!

양이 많이 들어 있지 않아서 부담스럽지 않음
하나씩 먹기 편하고, 저에겐 양도 적당 하구요^^

짭쪼룸 한게 좀 걸리지만
그맛으로 먹는 거임 ㅎㅎㅎ

고래밥은 볶은 양념이 젤 맛나요 ㅎ

유통기한 넉넉!
재구매 각! ㅎㅎㅎ"
29,"4살 아이가 고래밥 좋아해서 요즘 고래밥 자주 먹는데
쿠팡에 미니 고래밥 있어서 구입해 봤어요~

항상 먹으면 남기던터라 미니도 좋겠다 싶어서 구입했는데
역시나 아이가 먹기 딱 좋은 양이예요

배송도 빠르고, 안전하게 도착했어요.
유통기한도 넉넉해서 잘먹고 있어요."
30,"양이 작아서 금방 먹어요.
맛은 일반 마트에서 사먹는 고래밥과 똑같은데 비닐에 낱개로 포장되어 생각보다 작아요.
한박스에 10봉 들어있어요.
가족이 한봉지씩 먹으니까 5봉지 남았네요.
맛있긴 한데 양이 작아서 금방먹어서 아쉽네요."
31,"고래밥 좋아하는 1인입니다

생각보다 되게작아요
그래도 많이 안먹게되어서 좋은것 같아요

가격도 괜찮구요!

간단하게 어디나갈때 챙겨가기에도 부담스럽지않아서 좋아요"
32,"아이가 좋아하는 고래밥 간식으로 구입
좀 짜긴해도 맛있으니 ㅡㅡ ㅎㅎ
작은봉이라 조금씩 한봉 딱 먹기좋은거 같아요"
33,"맛있어요~
포장도 하나하나 개별로
한번씩 먹기 좋게 되어있어요~
재구매했어요!!
아이들 간식으로도 좋고 친구들 간식 선물로도 좋아요!!"
34,맛 만족도 괜찮아요
35,"미니고래밥
귀엽다
봉지마다케릭터가다름
아이들이좋아하겠다
한봉지는아쉽고
두봉지는먹어야될듯"
36,맛 만족도 예상보다 맛있어요
37,ㅋㅋㅋ이거 진짜 맛나요 ㅎㅎ 미니여서 좋고 그래서 이번 크리스마스 선물에 고래밥 당첨!!! ㅎㅎ 한 상자에 10개씩 들었어요
38,과자 먹을때 한번 간식으로 좋네요 ~~~^^ 봉지마다 모양이 다르니 아이들이 신나해요~~ ㅎㅎㅎ
39,"가격은 비싼건지 싼건지 잘 모르겠지만 소형으로 포장되어 있어 아기들에게 좋을것 같아요. 근데 성인들에게는 한 5봉지는 뜯어서 먹어야 할듯요. 20g이 감이 안오는데 치실로 해보니 크기가 대충 오더라구요. 너무 귀엽긴 합니다.
아이가 학교를 안가니 간식값이 많이 드네요.
유통기한도 길고 만든지 한달도 안된제품이네요.
맛은 다 아시죠? 진짜 맛있어요."
40,"포장에 뽁뽁이 없어... 박스가 구겨져 있어서 속상했는데요
한봉지 뜯어보니 고래밥 과자 내용물은 괜찮았어요~
한봉씩 포장이 잘되있어서 그런거 같아요
다이어트 때문에 과자 봉지를 여는순간 입으로 들어가는데요
한봉지만 먹어야지 하면서 아껴먹으면서
한봉지 먹었으니깐 그만 먹어야지 제 자신과 타협합니다^^"
41,"울집 아이들 최애간식(4세, 9세, 11세 취향저격)
과자류 중에 떨어지지 않도록 사두는 품목이
고래밥 볶음양념맛이죠..

첨에는 양념맛이 넘 강한거 같아서 잘 안사줬어요.
이 과자 특성상 양념이 손에 엄청 뭍어서
아이들이 손가락 쪽쪽 빠는것도 싫고 ㅠㅠ

잘 안사주니까 집착을 하길래
겨우 간식가지고 넘 오바인거 같아서,,
걍 편하게 박스채 사놓고 먹고 있네요 ㅋㅋ

오리지날 사이즈는 봉지당 40g인데
이게 은근히 양이 많아요. 먹다보면 짜고,,
미니사이즈는 딱 반인 20g용량인데
큰애들한테는 약간 모자른듯 하면서
적당한 사이즈 같아요. 막둥이는 이것도 좀 남겨요.

먹고나서 꼬옥 손닦기 약속하고 먹으면
아이도 엄마도 맘편한 간식타임이 될꼬예요 ㅎㅎ"
42,"제가 좋아하는 고래밥!
요즘 아이들 간식도 계속 챙겨줘야하고 메뉴는 바꿔야하고 겸사겸사 주문했어요.
고소한 양념의 맛 고래밥 가끔 짭짤한 것 먹고 싶을 때 좋아요.
박스 안에 작은 포장으로 10개 들어있어서 휴대도 좋고
1개씩 꺼내먹기 좋네요.
마음에 들어요~"
43,맛 만족도 예상보다 맛있어요
44,"200g... 알고는 있었지만 이렇게나 작을줄이야 ㅋㅋ
진짜 아이들 아주조금 먹기에 딱인 양이에요

보통 저희애들은 과자 한봉지 뜯어서 둘이서 나눠먹는데
이건 작아도 너무 작아서 혼자서 두봉은 넘게 먹어야함 ㅋ
(저희애들 9살, 6살 이에요)

맛은 뭐 맛있어요~~ 먹고나면 손에 양념 잔뜩묻은거 그게 또 빨아먹는 재미도 있고요~~ㅋㅋ

암튼~~ 요건 외출할때 잠깐 먹일 간식정도로가 딱인거같아요 ㅎ"
45,맛 만족도 예상보다 맛있어요
46,"✔가격 : 슈퍼보다 훨씬 저렴(미니사이즈 10봉지 들었어요)

✔맛 : 짭짤하고 맛있어요♡

✔배송 : 로켓배송이라 다음날 바로 받아봄

✔가끔 맥주안주 하려고 샀는데 저렴하고 너무 맛있어요ㅎㅎ 그리고 한번 먹을 때 꼭 두봉지 뜯어서 금방 다 먹겠네요 ㅎㅎ

✔남자친구 한봉지 줬는데 좋아해요 ㅎㅎㅎ"
47,맛 만족도 예상보다 맛있어요
48,"아이들이 집에있는 시간이 많아지면서

간식소비도 늘었네요 ^-----^

소포장이라 좋네요 ㅎㅎ

두남매 간식창고에 채워주니 좋아하네요

맛은 뭐 누구나 아는 그맛~~

맛이 없을수가 없어요 !"
49,맛 만족도 예상보다 맛있어요
50,"★ 상품 후기 ★

♠ 상품명 : 오리온 고래밥 미니 볶음양념맛
♠ 중량 : 200g(1박스당)
♠ 갯수 : 박스 2개(1박스당 10개)
♠ 가격 : 6,400원
♠ 원산지 : 대한민국
♠ 재구매의사 : ★★★★★

♠ 총평 : 고래밥 조아하는 딸램.. 마트에서 하나씩 사다 먹으려니 번거롭고... 양도 은근 많아서 한번에 다 먹기... 힘들.. 남기면 눅눅해져 버리게 되고...
요건 미니 사이즈라 한번에 먹기 좋음..
애들 간식으로 먹기 딱 좋음...."
51,맛 만족도 예상보다 맛있어요
52,"★) 구매이유
아이들 간식...

★) 사용후기
일주일 후기...
초코송이랑 반반들어잇는거 구매하다가
요즘 고래밥을 안찾길래 구매안햇더니
꼭 한번씩 찾네요ㅋㅋ 그래서 쟁여두려고 구매했어요ㅎ
고래밥이 짠편이라 한상자짜리보다
양은 적은데 이것도 반봉지씩 나눠먹이고 있어요ㅎ"
53,"가싱비좋아 장비구니에 넣어뒀었는데
어제25일 아침가격때보다 점심때 가격이 많이 올랐더라구요
재구매알림신청해 놓고
입고 되었을 때 다시 그 가겨기라
얼른 구매했어요"
54,맛 만족도 괜찮아요
55,고래밥이야 맛은 다들 아실테죠 ㅎㅎ 이건 작은봉지에 들어있는건데 재구매한거예요 저번에도 한번 구매했었는데 짧게 먹기 좋더라구요 ㅎㅎ 많이들어있는건 아무래도 관리도 어렵고 금방 누지기도 하는데 이건 한번까서 한번에 다 먹을수 있을정도 양이니까 좋은거같아요 그래서 큰거 안시키고 작은거 시키는고같아요^-^ 박스안에 박스안에 과자 이렇게 들어있었어요 ㅎㅎ 포장에 완충제는 없었지만.. 과자포장지가 풍하게 커져있으니 공기가 완충역할을 했겠죠? 아직 안뜯어봐서 얼마나 가루졌을진 모르겠지만 그래도 먹을껀 먹을테니 궂이 따질일 없을듯 싶네요 ㅎㅎ 애아빠가 이미 2봉지가져가서 먹었나부네요 ㅋㅋ 사이즈보면 손바닥만한? 정도 ㅎㅎ 작긴작네요 ㅎㅎ
56,"애기때 즐겨 먹던 과자중에 하나인 고래밥!!
역시 나이들어 먹어도 맛은 여전하네요~~
너무 맛있어어 ㅠㅠ 한통 다 먹고 또 시킬 예정이랍니당:)"
57,"자주 이용하는 상품입니다.
아이가 좋아해서 이것저것 과자를 많이 사는 편이고
쿠팡에서는 이상품은 처음 사봅니다

맛은 누구나 아시는 고래밥의의 그맛입니다
날짜로 많이 남아 있는 상태로 배송되었습니다.

낱개로 소포장 되어 있어 먹기에 너무너무 편하네요.
과자 한벙 뜯으면 아이가 다 못먹어서 눅눅해지곤 하는데
소량으로 되어 있어서 먹기가 너무 편하네요

보통 판매가가 마트에서도 비슷한 가격대로 되어있는데
무료배송에 새벽에 배송해주는 메리트를
더하면 그이상으로 저렴하게 느껴 지는 가격입니다.

쿠팡에서 판매되는 상품들을 상품별로 보면 일반 마트매장에서 파는거보다도
저렴한 상품들이 많이 있어서 좋습니다.

마트가서 장보는 거보다 쿠팡에서 자주 시키다 보니
간단한거 하나도 쿠팡에서 사게 되네요.

나가지 않아도 편하게 새벽에 배송되어 너무 좋습니다.

마트에서 하는 것처럼 묶음이나 다양한 행사가 더욱

많아 졌으면 좋을것 같아요.

추천합니다."
58,맛 만족도 예상보다 맛있어요
59,"애들 간식으로 주려고 샀는데
불가사리과자, 상어과자, 고래과자, 가재과자
하면서 엄청 좋아하네요ㅋㅋㅋ
자그만해서 하나씩 집어서 오물조물 먹는 거 보니까 잘 산 거 같아요~"
60,"명절뒤에 친정에 몇일더있다왔더니

신랑이 아이 과자를 다먹었네용ㅋㅋㅋㅋㅋ

고래밥 다먹었냐고 하니까 한번 톡 터니까 없더래요 ㅋㅋㅋㅋ

22개월 울아들 한봉지주면 하루종일먹고있는데 ㅋㅋ

신랑님은 앉은자리서 4봉지나드셨다네요 ㅋㅋㅋ

그래서 또주문했어용 ㅋㅋ

아드님 먹기 딱좋은사이즈라서 애용중입니당!"
